source,target,relation,relation_id
428,3615,HAS_EXPENDITURE,3
392,3576,HAS_PURPOSE,1
256,3608,HAS_EXPENDITURE,3
385,3611,HAS_EXPENDITURE,3
431,3609,HAS_EXPENDITURE,3
321,3617,HAS_EXPENDITURE,3
374,3617,HAS_EXPENDITURE,3
222,3616,HAS_EXPENDITURE,3
360,3622,HAS_EXPENDITURE,3
274,3608,HAS_EXPENDITURE,3
351,3622,HAS_EXPENDITURE,3
374,3612,HAS_EXPENDITURE,3
338,3575,HAS_PURPOSE,1
398,3622,HAS_EXPENDITURE,3
298,3581,IN_YEAR,2
419,3608,HAS_EXPENDITURE,3
345,3610,HAS_EXPENDITURE,3
352,3613,HAS_EXPENDITURE,3
268,3610,HAS_EXPENDITURE,3
288,3620,HAS_EXPENDITURE,3
370,3613,HAS_EXPENDITURE,3
373,3609,HAS_EXPENDITURE,3
344,3622,HAS_EXPENDITURE,3
295,3612,HAS_EXPENDITURE,3
388,3610,HAS_EXPENDITURE,3
368,3610,HAS_EXPENDITURE,3
368,3609,HAS_EXPENDITURE,3
375,3620,HAS_EXPENDITURE,3
372,84,TO_DESTINATION,0
240,3616,HAS_EXPENDITURE,3
353,3617,HAS_EXPENDITURE,3
422,3607,HAS_EXPENDITURE,3
219,43,TO_DESTINATION,0
392,3606,HAS_EXPENDITURE,3
348,3610,HAS_EXPENDITURE,3
375,3618,HAS_EXPENDITURE,3
339,105,TO_DESTINATION,0
251,3611,HAS_EXPENDITURE,3
288,3611,HAS_EXPENDITURE,3
258,3610,HAS_EXPENDITURE,3
364,3612,HAS_EXPENDITURE,3
442,3608,HAS_EXPENDITURE,3
313,3623,HAS_EXPENDITURE,3
426,3581,IN_YEAR,2
325,3609,HAS_EXPENDITURE,3
229,3619,HAS_EXPENDITURE,3
321,3606,HAS_EXPENDITURE,3
229,82,TO_DESTINATION,0
250,3621,HAS_EXPENDITURE,3
360,3619,HAS_EXPENDITURE,3
405,3606,HAS_EXPENDITURE,3
434,3610,HAS_EXPENDITURE,3
366,3610,HAS_EXPENDITURE,3
402,3618,HAS_EXPENDITURE,3
310,3617,HAS_EXPENDITURE,3
297,3608,HAS_EXPENDITURE,3
249,3620,HAS_EXPENDITURE,3
441,3606,HAS_EXPENDITURE,3
336,3610,HAS_EXPENDITURE,3
217,3615,HAS_EXPENDITURE,3
386,3609,HAS_EXPENDITURE,3
346,3606,HAS_EXPENDITURE,3
322,3581,IN_YEAR,2
404,3618,HAS_EXPENDITURE,3
417,3617,HAS_EXPENDITURE,3
361,3622,HAS_EXPENDITURE,3
344,3614,HAS_EXPENDITURE,3
347,3607,HAS_EXPENDITURE,3
298,3619,HAS_EXPENDITURE,3
298,3608,HAS_EXPENDITURE,3
335,43,TO_DESTINATION,0
316,3609,HAS_EXPENDITURE,3
320,3616,HAS_EXPENDITURE,3
256,3622,HAS_EXPENDITURE,3
354,3606,HAS_EXPENDITURE,3
264,3617,HAS_EXPENDITURE,3
332,3619,HAS_EXPENDITURE,3
314,3616,HAS_EXPENDITURE,3
232,3613,HAS_EXPENDITURE,3
255,3617,HAS_EXPENDITURE,3
270,3616,HAS_EXPENDITURE,3
235,88,TO_DESTINATION,0
306,3622,HAS_EXPENDITURE,3
268,3607,HAS_EXPENDITURE,3
334,3581,IN_YEAR,2
435,3613,HAS_EXPENDITURE,3
303,3620,HAS_EXPENDITURE,3
356,3606,HAS_EXPENDITURE,3
398,3619,HAS_EXPENDITURE,3
312,3606,HAS_EXPENDITURE,3
383,86,TO_DESTINATION,0
305,3575,HAS_PURPOSE,1
399,3611,HAS_EXPENDITURE,3
353,3615,HAS_EXPENDITURE,3
270,3607,HAS_EXPENDITURE,3
314,3575,HAS_PURPOSE,1
338,3608,HAS_EXPENDITURE,3
258,3618,HAS_EXPENDITURE,3
314,80,TO_DESTINATION,0
386,3618,HAS_EXPENDITURE,3
378,3616,HAS_EXPENDITURE,3
273,3617,HAS_EXPENDITURE,3
298,3617,HAS_EXPENDITURE,3
320,3623,HAS_EXPENDITURE,3
325,3615,HAS_EXPENDITURE,3
311,3614,HAS_EXPENDITURE,3
262,3581,IN_YEAR,2
441,3620,HAS_EXPENDITURE,3
333,3623,HAS_EXPENDITURE,3
216,3618,HAS_EXPENDITURE,3
346,3616,HAS_EXPENDITURE,3
273,3613,HAS_EXPENDITURE,3
414,3617,HAS_EXPENDITURE,3
253,3610,HAS_EXPENDITURE,3
390,3623,HAS_EXPENDITURE,3
434,84,TO_DESTINATION,0
349,3617,HAS_EXPENDITURE,3
369,3610,HAS_EXPENDITURE,3
331,68,TO_DESTINATION,0
439,89,TO_DESTINATION,0
334,3614,HAS_EXPENDITURE,3
375,3617,HAS_EXPENDITURE,3
230,3609,HAS_EXPENDITURE,3
300,3620,HAS_EXPENDITURE,3
412,3623,HAS_EXPENDITURE,3
415,65,TO_DESTINATION,0
399,3581,IN_YEAR,2
286,3622,HAS_EXPENDITURE,3
264,3615,HAS_EXPENDITURE,3
382,3614,HAS_EXPENDITURE,3
373,3623,HAS_EXPENDITURE,3
437,3613,HAS_EXPENDITURE,3
349,3610,HAS_EXPENDITURE,3
305,42,TO_DESTINATION,0
441,3615,HAS_EXPENDITURE,3
413,3623,HAS_EXPENDITURE,3
322,3610,HAS_EXPENDITURE,3
274,3621,HAS_EXPENDITURE,3
227,3623,HAS_EXPENDITURE,3
287,3614,HAS_EXPENDITURE,3
384,3606,HAS_EXPENDITURE,3
308,3575,HAS_PURPOSE,1
315,3608,HAS_EXPENDITURE,3
290,3581,IN_YEAR,2
225,3606,HAS_EXPENDITURE,3
416,3622,HAS_EXPENDITURE,3
307,102,TO_DESTINATION,0
254,3619,HAS_EXPENDITURE,3
385,3618,HAS_EXPENDITURE,3
306,3610,HAS_EXPENDITURE,3
301,3606,HAS_EXPENDITURE,3
297,93,TO_DESTINATION,0
285,3614,HAS_EXPENDITURE,3
415,3619,HAS_EXPENDITURE,3
407,3611,HAS_EXPENDITURE,3
223,3616,HAS_EXPENDITURE,3
246,3610,HAS_EXPENDITURE,3
420,3576,HAS_PURPOSE,1
265,3615,HAS_EXPENDITURE,3
340,3612,HAS_EXPENDITURE,3
252,3607,HAS_EXPENDITURE,3
330,3616,HAS_EXPENDITURE,3
348,114,TO_DESTINATION,0
218,3615,HAS_EXPENDITURE,3
242,3618,HAS_EXPENDITURE,3
213,3573,HAS_PURPOSE,1
405,3619,HAS_EXPENDITURE,3
234,3615,HAS_EXPENDITURE,3
213,3606,HAS_EXPENDITURE,3
255,3614,HAS_EXPENDITURE,3
332,3617,HAS_EXPENDITURE,3
262,115,TO_DESTINATION,0
332,3612,HAS_EXPENDITURE,3
224,3611,HAS_EXPENDITURE,3
266,3611,HAS_EXPENDITURE,3
345,3608,HAS_EXPENDITURE,3
385,3609,HAS_EXPENDITURE,3
323,3608,HAS_EXPENDITURE,3
375,3575,HAS_PURPOSE,1
370,3617,HAS_EXPENDITURE,3
331,3581,IN_YEAR,2
286,3623,HAS_EXPENDITURE,3
435,3623,HAS_EXPENDITURE,3
320,3575,HAS_PURPOSE,1
338,3581,IN_YEAR,2
415,3623,HAS_EXPENDITURE,3
273,3611,HAS_EXPENDITURE,3
372,55,TO_DESTINATION,0
389,3581,IN_YEAR,2
428,78,TO_DESTINATION,0
321,3619,HAS_EXPENDITURE,3
304,70,TO_DESTINATION,0
375,60,TO_DESTINATION,0
294,3573,HAS_PURPOSE,1
339,3612,HAS_EXPENDITURE,3
436,3616,HAS_EXPENDITURE,3
326,3618,HAS_EXPENDITURE,3
398,3608,HAS_EXPENDITURE,3
281,3623,HAS_EXPENDITURE,3
407,3609,HAS_EXPENDITURE,3
312,3616,HAS_EXPENDITURE,3
266,3620,HAS_EXPENDITURE,3
421,3615,HAS_EXPENDITURE,3
224,48,TO_DESTINATION,0
216,3573,HAS_PURPOSE,1
286,3621,HAS_EXPENDITURE,3
364,3614,HAS_EXPENDITURE,3
378,3615,HAS_EXPENDITURE,3
218,3623,HAS_EXPENDITURE,3
272,3618,HAS_EXPENDITURE,3
304,99,TO_DESTINATION,0
421,3616,HAS_EXPENDITURE,3
419,3623,HAS_EXPENDITURE,3
308,3622,HAS_EXPENDITURE,3
355,65,TO_DESTINATION,0
413,3613,HAS_EXPENDITURE,3
367,3610,HAS_EXPENDITURE,3
419,98,TO_DESTINATION,0
342,3575,HAS_PURPOSE,1
255,3613,HAS_EXPENDITURE,3
288,3621,HAS_EXPENDITURE,3
229,3621,HAS_EXPENDITURE,3
364,3618,HAS_EXPENDITURE,3
311,106,TO_DESTINATION,0
403,3612,HAS_EXPENDITURE,3
237,3607,HAS_EXPENDITURE,3
215,3616,HAS_EXPENDITURE,3
242,3608,HAS_EXPENDITURE,3
227,3581,IN_YEAR,2
340,3616,HAS_EXPENDITURE,3
271,3618,HAS_EXPENDITURE,3
307,3622,HAS_EXPENDITURE,3
380,3622,HAS_EXPENDITURE,3
404,3609,HAS_EXPENDITURE,3
345,3616,HAS_EXPENDITURE,3
407,3581,IN_YEAR,2
318,3609,HAS_EXPENDITURE,3
317,3575,HAS_PURPOSE,1
318,3622,HAS_EXPENDITURE,3
293,3619,HAS_EXPENDITURE,3
303,3618,HAS_EXPENDITURE,3
413,3619,HAS_EXPENDITURE,3
356,3613,HAS_EXPENDITURE,3
323,3575,HAS_PURPOSE,1
237,3581,IN_YEAR,2
393,3607,HAS_EXPENDITURE,3
356,3618,HAS_EXPENDITURE,3
405,84,TO_DESTINATION,0
303,3619,HAS_EXPENDITURE,3
244,39,TO_DESTINATION,0
406,3614,HAS_EXPENDITURE,3
243,3619,HAS_EXPENDITURE,3
413,3606,HAS_EXPENDITURE,3
299,3619,HAS_EXPENDITURE,3
363,3620,HAS_EXPENDITURE,3
226,3606,HAS_EXPENDITURE,3
292,3581,IN_YEAR,2
348,3622,HAS_EXPENDITURE,3
254,3617,HAS_EXPENDITURE,3
436,3622,HAS_EXPENDITURE,3
248,3573,HAS_PURPOSE,1
300,3618,HAS_EXPENDITURE,3
399,3623,HAS_EXPENDITURE,3
389,3616,HAS_EXPENDITURE,3
404,3576,HAS_PURPOSE,1
389,3611,HAS_EXPENDITURE,3
411,3614,HAS_EXPENDITURE,3
332,3615,HAS_EXPENDITURE,3
405,3610,HAS_EXPENDITURE,3
352,3614,HAS_EXPENDITURE,3
377,3620,HAS_EXPENDITURE,3
343,3616,HAS_EXPENDITURE,3
373,3581,IN_YEAR,2
219,3615,HAS_EXPENDITURE,3
313,3615,HAS_EXPENDITURE,3
311,3606,HAS_EXPENDITURE,3
359,3611,HAS_EXPENDITURE,3
414,3612,HAS_EXPENDITURE,3
409,3621,HAS_EXPENDITURE,3
413,3612,HAS_EXPENDITURE,3
274,3607,HAS_EXPENDITURE,3
306,43,TO_DESTINATION,0
327,3606,HAS_EXPENDITURE,3
275,3617,HAS_EXPENDITURE,3
274,3581,IN_YEAR,2
312,3581,IN_YEAR,2
310,3623,HAS_EXPENDITURE,3
397,3581,IN_YEAR,2
270,3611,HAS_EXPENDITURE,3
364,3609,HAS_EXPENDITURE,3
368,3616,HAS_EXPENDITURE,3
342,3621,HAS_EXPENDITURE,3
297,3622,HAS_EXPENDITURE,3
352,3620,HAS_EXPENDITURE,3
231,84,TO_DESTINATION,0
224,3573,HAS_PURPOSE,1
262,3617,HAS_EXPENDITURE,3
304,3611,HAS_EXPENDITURE,3
414,3608,HAS_EXPENDITURE,3
396,3609,HAS_EXPENDITURE,3
248,3617,HAS_EXPENDITURE,3
312,3623,HAS_EXPENDITURE,3
244,97,TO_DESTINATION,0
224,3618,HAS_EXPENDITURE,3
285,3615,HAS_EXPENDITURE,3
370,3615,HAS_EXPENDITURE,3
309,3581,IN_YEAR,2
296,3620,HAS_EXPENDITURE,3
246,99,TO_DESTINATION,0
428,3618,HAS_EXPENDITURE,3
307,3615,HAS_EXPENDITURE,3
406,3576,HAS_PURPOSE,1
338,3620,HAS_EXPENDITURE,3
421,3620,HAS_EXPENDITURE,3
280,3613,HAS_EXPENDITURE,3
289,3623,HAS_EXPENDITURE,3
340,3606,HAS_EXPENDITURE,3
305,3607,HAS_EXPENDITURE,3
231,3621,HAS_EXPENDITURE,3
230,3621,HAS_EXPENDITURE,3
422,3611,HAS_EXPENDITURE,3
312,3607,HAS_EXPENDITURE,3
288,3581,IN_YEAR,2
425,75,TO_DESTINATION,0
394,3615,HAS_EXPENDITURE,3
405,3576,HAS_PURPOSE,1
223,3615,HAS_EXPENDITURE,3
314,3581,IN_YEAR,2
357,3610,HAS_EXPENDITURE,3
296,3621,HAS_EXPENDITURE,3
425,3616,HAS_EXPENDITURE,3
250,45,TO_DESTINATION,0
345,3609,HAS_EXPENDITURE,3
213,3610,HAS_EXPENDITURE,3
302,3614,HAS_EXPENDITURE,3
297,3612,HAS_EXPENDITURE,3
225,49,TO_DESTINATION,0
421,3607,HAS_EXPENDITURE,3
285,3622,HAS_EXPENDITURE,3
349,3608,HAS_EXPENDITURE,3
255,3619,HAS_EXPENDITURE,3
417,3611,HAS_EXPENDITURE,3
328,3610,HAS_EXPENDITURE,3
387,3608,HAS_EXPENDITURE,3
404,83,TO_DESTINATION,0
341,3606,HAS_EXPENDITURE,3
237,3621,HAS_EXPENDITURE,3
339,3618,HAS_EXPENDITURE,3
420,3620,HAS_EXPENDITURE,3
424,3607,HAS_EXPENDITURE,3
265,3619,HAS_EXPENDITURE,3
243,3620,HAS_EXPENDITURE,3
352,91,TO_DESTINATION,0
229,3614,HAS_EXPENDITURE,3
343,3615,HAS_EXPENDITURE,3
341,3610,HAS_EXPENDITURE,3
275,3609,HAS_EXPENDITURE,3
234,3618,HAS_EXPENDITURE,3
337,3622,HAS_EXPENDITURE,3
366,3618,HAS_EXPENDITURE,3
380,3615,HAS_EXPENDITURE,3
277,3609,HAS_EXPENDITURE,3
378,121,TO_DESTINATION,0
420,3581,IN_YEAR,2
368,3618,HAS_EXPENDITURE,3
270,3618,HAS_EXPENDITURE,3
374,3622,HAS_EXPENDITURE,3
270,3609,HAS_EXPENDITURE,3
435,85,TO_DESTINATION,0
411,3612,HAS_EXPENDITURE,3
364,3615,HAS_EXPENDITURE,3
348,3608,HAS_EXPENDITURE,3
406,56,TO_DESTINATION,0
298,123,TO_DESTINATION,0
437,3618,HAS_EXPENDITURE,3
310,3606,HAS_EXPENDITURE,3
219,3608,HAS_EXPENDITURE,3
255,3623,HAS_EXPENDITURE,3
251,3607,HAS_EXPENDITURE,3
422,3622,HAS_EXPENDITURE,3
283,3618,HAS_EXPENDITURE,3
268,3619,HAS_EXPENDITURE,3
236,3609,HAS_EXPENDITURE,3
410,3622,HAS_EXPENDITURE,3
305,100,TO_DESTINATION,0
354,3610,HAS_EXPENDITURE,3
303,3581,IN_YEAR,2
276,3620,HAS_EXPENDITURE,3
254,3609,HAS_EXPENDITURE,3
234,116,TO_DESTINATION,0
438,3581,IN_YEAR,2
384,88,TO_DESTINATION,0
426,3611,HAS_EXPENDITURE,3
410,3581,IN_YEAR,2
375,3609,HAS_EXPENDITURE,3
403,3623,HAS_EXPENDITURE,3
378,3621,HAS_EXPENDITURE,3
245,3623,HAS_EXPENDITURE,3
406,3612,HAS_EXPENDITURE,3
315,110,TO_DESTINATION,0
347,3621,HAS_EXPENDITURE,3
296,3607,HAS_EXPENDITURE,3
373,3619,HAS_EXPENDITURE,3
357,3618,HAS_EXPENDITURE,3
297,64,TO_DESTINATION,0
266,3606,HAS_EXPENDITURE,3
273,3623,HAS_EXPENDITURE,3
412,120,TO_DESTINATION,0
236,3615,HAS_EXPENDITURE,3
290,3612,HAS_EXPENDITURE,3
236,3573,HAS_PURPOSE,1
422,3615,HAS_EXPENDITURE,3
298,3607,HAS_EXPENDITURE,3
277,43,TO_DESTINATION,0
384,3615,HAS_EXPENDITURE,3
322,3620,HAS_EXPENDITURE,3
362,3607,HAS_EXPENDITURE,3
284,3573,HAS_PURPOSE,1
268,3622,HAS_EXPENDITURE,3
336,3620,HAS_EXPENDITURE,3
350,3622,HAS_EXPENDITURE,3
267,3619,HAS_EXPENDITURE,3
284,3606,HAS_EXPENDITURE,3
365,3609,HAS_EXPENDITURE,3
366,3609,HAS_EXPENDITURE,3
330,38,TO_DESTINATION,0
257,81,TO_DESTINATION,0
412,3621,HAS_EXPENDITURE,3
246,3622,HAS_EXPENDITURE,3
266,3607,HAS_EXPENDITURE,3
365,77,TO_DESTINATION,0
350,3611,HAS_EXPENDITURE,3
312,3611,HAS_EXPENDITURE,3
262,86,TO_DESTINATION,0
333,3618,HAS_EXPENDITURE,3
266,3618,HAS_EXPENDITURE,3
361,3616,HAS_EXPENDITURE,3
380,3614,HAS_EXPENDITURE,3
348,3613,HAS_EXPENDITURE,3
420,3610,HAS_EXPENDITURE,3
357,3617,HAS_EXPENDITURE,3
219,3621,HAS_EXPENDITURE,3
377,3618,HAS_EXPENDITURE,3
341,3609,HAS_EXPENDITURE,3
246,3573,HAS_PURPOSE,1
296,3616,HAS_EXPENDITURE,3
328,3575,HAS_PURPOSE,1
414,3581,IN_YEAR,2
405,3620,HAS_EXPENDITURE,3
231,3609,HAS_EXPENDITURE,3
436,3608,HAS_EXPENDITURE,3
420,3611,HAS_EXPENDITURE,3
276,42,TO_DESTINATION,0
423,3617,HAS_EXPENDITURE,3
240,3608,HAS_EXPENDITURE,3
395,3622,HAS_EXPENDITURE,3
347,3609,HAS_EXPENDITURE,3
320,3606,HAS_EXPENDITURE,3
386,3622,HAS_EXPENDITURE,3
371,3616,HAS_EXPENDITURE,3
391,41,TO_DESTINATION,0
403,3621,HAS_EXPENDITURE,3
425,3607,HAS_EXPENDITURE,3
311,3621,HAS_EXPENDITURE,3
285,3612,HAS_EXPENDITURE,3
401,3614,HAS_EXPENDITURE,3
264,3619,HAS_EXPENDITURE,3
341,3616,HAS_EXPENDITURE,3
349,3619,HAS_EXPENDITURE,3
328,3606,HAS_EXPENDITURE,3
372,3621,HAS_EXPENDITURE,3
244,3581,IN_YEAR,2
342,3615,HAS_EXPENDITURE,3
367,3613,HAS_EXPENDITURE,3
246,3618,HAS_EXPENDITURE,3
232,3606,HAS_EXPENDITURE,3
357,3623,HAS_EXPENDITURE,3
282,3623,HAS_EXPENDITURE,3
251,3609,HAS_EXPENDITURE,3
363,3621,HAS_EXPENDITURE,3
396,3621,HAS_EXPENDITURE,3
241,3606,HAS_EXPENDITURE,3
218,3612,HAS_EXPENDITURE,3
232,3611,HAS_EXPENDITURE,3
354,3607,HAS_EXPENDITURE,3
287,3620,HAS_EXPENDITURE,3
441,3610,HAS_EXPENDITURE,3
406,3611,HAS_EXPENDITURE,3
346,3611,HAS_EXPENDITURE,3
428,3621,HAS_EXPENDITURE,3
309,3606,HAS_EXPENDITURE,3
247,3620,HAS_EXPENDITURE,3
330,3608,HAS_EXPENDITURE,3
396,3616,HAS_EXPENDITURE,3
368,3615,HAS_EXPENDITURE,3
402,3619,HAS_EXPENDITURE,3
325,3610,HAS_EXPENDITURE,3
415,94,TO_DESTINATION,0
262,3606,HAS_EXPENDITURE,3
393,3623,HAS_EXPENDITURE,3
374,3608,HAS_EXPENDITURE,3
339,3611,HAS_EXPENDITURE,3
398,48,TO_DESTINATION,0
285,3609,HAS_EXPENDITURE,3
324,3616,HAS_EXPENDITURE,3
385,3620,HAS_EXPENDITURE,3
427,3609,HAS_EXPENDITURE,3
290,3619,HAS_EXPENDITURE,3
252,3612,HAS_EXPENDITURE,3
376,3610,HAS_EXPENDITURE,3
254,3610,HAS_EXPENDITURE,3
425,3608,HAS_EXPENDITURE,3
228,3615,HAS_EXPENDITURE,3
343,3623,HAS_EXPENDITURE,3
355,94,TO_DESTINATION,0
275,3573,HAS_PURPOSE,1
259,3621,HAS_EXPENDITURE,3
342,3623,HAS_EXPENDITURE,3
288,112,TO_DESTINATION,0
327,3613,HAS_EXPENDITURE,3
385,3575,HAS_PURPOSE,1
363,74,TO_DESTINATION,0
427,3576,HAS_PURPOSE,1
308,3617,HAS_EXPENDITURE,3
418,3614,HAS_EXPENDITURE,3
438,3608,HAS_EXPENDITURE,3
288,3607,HAS_EXPENDITURE,3
327,115,TO_DESTINATION,0
317,3608,HAS_EXPENDITURE,3
349,3611,HAS_EXPENDITURE,3
431,3612,HAS_EXPENDITURE,3
353,3620,HAS_EXPENDITURE,3
311,3619,HAS_EXPENDITURE,3
356,3614,HAS_EXPENDITURE,3
431,3606,HAS_EXPENDITURE,3
400,108,TO_DESTINATION,0
367,3621,HAS_EXPENDITURE,3
339,3617,HAS_EXPENDITURE,3
374,3616,HAS_EXPENDITURE,3
290,3611,HAS_EXPENDITURE,3
409,3606,HAS_EXPENDITURE,3
358,37,TO_DESTINATION,0
318,3620,HAS_EXPENDITURE,3
239,3616,HAS_EXPENDITURE,3
280,3623,HAS_EXPENDITURE,3
401,3581,IN_YEAR,2
367,3608,HAS_EXPENDITURE,3
424,3622,HAS_EXPENDITURE,3
382,3609,HAS_EXPENDITURE,3
238,3618,HAS_EXPENDITURE,3
344,3610,HAS_EXPENDITURE,3
236,3617,HAS_EXPENDITURE,3
262,3621,HAS_EXPENDITURE,3
289,3619,HAS_EXPENDITURE,3
259,3618,HAS_EXPENDITURE,3
301,3623,HAS_EXPENDITURE,3
266,61,TO_DESTINATION,0
343,3622,HAS_EXPENDITURE,3
218,3614,HAS_EXPENDITURE,3
247,3607,HAS_EXPENDITURE,3
435,56,TO_DESTINATION,0
382,3612,HAS_EXPENDITURE,3
251,3614,HAS_EXPENDITURE,3
218,3617,HAS_EXPENDITURE,3
437,87,TO_DESTINATION,0
431,3619,HAS_EXPENDITURE,3
242,3581,IN_YEAR,2
419,3576,HAS_PURPOSE,1
414,3609,HAS_EXPENDITURE,3
404,3608,HAS_EXPENDITURE,3
258,3617,HAS_EXPENDITURE,3
253,3614,HAS_EXPENDITURE,3
213,3581,IN_YEAR,2
353,3612,HAS_EXPENDITURE,3
356,3620,HAS_EXPENDITURE,3
335,3619,HAS_EXPENDITURE,3
327,3615,HAS_EXPENDITURE,3
391,3576,HAS_PURPOSE,1
292,59,TO_DESTINATION,0
265,3622,HAS_EXPENDITURE,3
363,3615,HAS_EXPENDITURE,3
239,3610,HAS_EXPENDITURE,3
387,66,TO_DESTINATION,0
385,3610,HAS_EXPENDITURE,3
404,3615,HAS_EXPENDITURE,3
252,3614,HAS_EXPENDITURE,3
304,3609,HAS_EXPENDITURE,3
341,49,TO_DESTINATION,0
266,3617,HAS_EXPENDITURE,3
257,3620,HAS_EXPENDITURE,3
337,3620,HAS_EXPENDITURE,3
420,3617,HAS_EXPENDITURE,3
390,3620,HAS_EXPENDITURE,3
322,90,TO_DESTINATION,0
403,3576,HAS_PURPOSE,1
403,3620,HAS_EXPENDITURE,3
349,87,TO_DESTINATION,0
237,3606,HAS_EXPENDITURE,3
325,3621,HAS_EXPENDITURE,3
297,3615,HAS_EXPENDITURE,3
237,3619,HAS_EXPENDITURE,3
342,3613,HAS_EXPENDITURE,3
413,3609,HAS_EXPENDITURE,3
359,3609,HAS_EXPENDITURE,3
249,3608,HAS_EXPENDITURE,3
400,3615,HAS_EXPENDITURE,3
278,73,TO_DESTINATION,0
329,3622,HAS_EXPENDITURE,3
220,3609,HAS_EXPENDITURE,3
351,3615,HAS_EXPENDITURE,3
290,3618,HAS_EXPENDITURE,3
346,3619,HAS_EXPENDITURE,3
441,3609,HAS_EXPENDITURE,3
391,3616,HAS_EXPENDITURE,3
339,3606,HAS_EXPENDITURE,3
300,3575,HAS_PURPOSE,1
239,3581,IN_YEAR,2
296,3613,HAS_EXPENDITURE,3
308,3609,HAS_EXPENDITURE,3
219,72,TO_DESTINATION,0
369,3613,HAS_EXPENDITURE,3
366,3615,HAS_EXPENDITURE,3
442,3623,HAS_EXPENDITURE,3
350,3575,HAS_PURPOSE,1
258,3606,HAS_EXPENDITURE,3
319,114,TO_DESTINATION,0
222,3581,IN_YEAR,2
265,3613,HAS_EXPENDITURE,3
245,3606,HAS_EXPENDITURE,3
433,3618,HAS_EXPENDITURE,3
240,3619,HAS_EXPENDITURE,3
410,3613,HAS_EXPENDITURE,3
227,3573,HAS_PURPOSE,1
370,3616,HAS_EXPENDITURE,3
435,3615,HAS_EXPENDITURE,3
261,3623,HAS_EXPENDITURE,3
331,3607,HAS_EXPENDITURE,3
443,3608,HAS_EXPENDITURE,3
262,3609,HAS_EXPENDITURE,3
329,3606,HAS_EXPENDITURE,3
314,3617,HAS_EXPENDITURE,3
270,94,TO_DESTINATION,0
213,3620,HAS_EXPENDITURE,3
356,3616,HAS_EXPENDITURE,3
427,3612,HAS_EXPENDITURE,3
250,3622,HAS_EXPENDITURE,3
354,3581,IN_YEAR,2
433,3622,HAS_EXPENDITURE,3
257,3608,HAS_EXPENDITURE,3
223,3617,HAS_EXPENDITURE,3
367,3619,HAS_EXPENDITURE,3
327,3609,HAS_EXPENDITURE,3
238,3621,HAS_EXPENDITURE,3
371,3609,HAS_EXPENDITURE,3
291,87,TO_DESTINATION,0
261,3608,HAS_EXPENDITURE,3
371,3622,HAS_EXPENDITURE,3
424,45,TO_DESTINATION,0
257,110,TO_DESTINATION,0
442,3622,HAS_EXPENDITURE,3
339,3608,HAS_EXPENDITURE,3
439,3609,HAS_EXPENDITURE,3
431,3616,HAS_EXPENDITURE,3
435,3618,HAS_EXPENDITURE,3
268,3623,HAS_EXPENDITURE,3
283,3611,HAS_EXPENDITURE,3
397,3611,HAS_EXPENDITURE,3
272,3622,HAS_EXPENDITURE,3
438,3620,HAS_EXPENDITURE,3
220,3618,HAS_EXPENDITURE,3
401,80,TO_DESTINATION,0
257,3581,IN_YEAR,2
388,3576,HAS_PURPOSE,1
362,3581,IN_YEAR,2
345,3607,HAS_EXPENDITURE,3
387,3610,HAS_EXPENDITURE,3
417,3618,HAS_EXPENDITURE,3
349,3613,HAS_EXPENDITURE,3
314,3612,HAS_EXPENDITURE,3
217,3619,HAS_EXPENDITURE,3
330,3622,HAS_EXPENDITURE,3
359,3620,HAS_EXPENDITURE,3
224,3622,HAS_EXPENDITURE,3
394,3610,HAS_EXPENDITURE,3
407,86,TO_DESTINATION,0
279,3621,HAS_EXPENDITURE,3
288,3623,HAS_EXPENDITURE,3
429,3609,HAS_EXPENDITURE,3
431,3576,HAS_PURPOSE,1
397,3615,HAS_EXPENDITURE,3
291,3581,IN_YEAR,2
360,3581,IN_YEAR,2
420,3621,HAS_EXPENDITURE,3
266,3581,IN_YEAR,2
316,3621,HAS_EXPENDITURE,3
290,3614,HAS_EXPENDITURE,3
359,3575,HAS_PURPOSE,1
307,3623,HAS_EXPENDITURE,3
402,81,TO_DESTINATION,0
356,3575,HAS_PURPOSE,1
423,3576,HAS_PURPOSE,1
384,3619,HAS_EXPENDITURE,3
307,3616,HAS_EXPENDITURE,3
380,3621,HAS_EXPENDITURE,3
440,3610,HAS_EXPENDITURE,3
241,3616,HAS_EXPENDITURE,3
225,3608,HAS_EXPENDITURE,3
368,3611,HAS_EXPENDITURE,3
400,3619,HAS_EXPENDITURE,3
295,3622,HAS_EXPENDITURE,3
431,3617,HAS_EXPENDITURE,3
443,3606,HAS_EXPENDITURE,3
322,3619,HAS_EXPENDITURE,3
303,3606,HAS_EXPENDITURE,3
350,3581,IN_YEAR,2
235,3616,HAS_EXPENDITURE,3
297,3617,HAS_EXPENDITURE,3
292,3623,HAS_EXPENDITURE,3
347,3606,HAS_EXPENDITURE,3
361,3610,HAS_EXPENDITURE,3
220,44,TO_DESTINATION,0
304,3616,HAS_EXPENDITURE,3
276,3581,IN_YEAR,2
342,3618,HAS_EXPENDITURE,3
243,3609,HAS_EXPENDITURE,3
295,3614,HAS_EXPENDITURE,3
328,3616,HAS_EXPENDITURE,3
369,3616,HAS_EXPENDITURE,3
410,3619,HAS_EXPENDITURE,3
