freq,purpose,c_dest,quant_inc,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2466596 	3026217 	7236407 	8051347 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	8708746 	11275970 	14416278 	13572007 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	1801418 	2568862 	3527950 	4769625 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	226140 	781561 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	571720 	1177599 	2045477 	2447673 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	14585761 	34048737 	35185417 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	45508103 	50327120 	82800391 	78972638 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	2807925 	4561354 	8616311 	9497028 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	19071084 	27575180 	84560333 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	5436650 	8934470 	12311298 	13385259 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	3168243 	6754042 	11376061 	13952386 
A,TOTAL,FOR,Q1,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	475283 	695681 	1371117 
A,TOTAL,FOR,Q1,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	1292109 	318019 u	273156 u	352728 u	565349 u
A,TOTAL,FOR,Q1,N1-3,NR,EE	142242 u	204291 	163711 	78830 u	111103 	91483 	223859 	158992 	36610 u	: u	66819 u	120124 u
A,TOTAL,FOR,Q1,N1-3,NR,NL	: 	966089 	1081541 	1463449 	1151508 	827720 	899576 	952154 	634592 	855473 	1171301 	1094915 
A,TOTAL,FOR,Q1,N1-3,NR,RO	: 	: u	: u	65924 u	76643 u	: u	86198 u	79981 u	: u	: u	: u	: u
A,TOTAL,FOR,Q1,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	10671896 	14231212 	14232413 
A,TOTAL,FOR,Q1,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	11602231 	4101073 	4492187 	6514162 	5951617 
A,TOTAL,FOR,Q1,N_GE1,NR,EE	1043672 	1461738 	1644334 	1737733 	1041582 	1203574 	1840225 	1894502 	276013 	715657 	791342 	878375 
A,TOTAL,FOR,Q1,N_GE1,NR,NL	: 	20592308 	19717168 	27449994 	24016949 	11922337 	14062930 	13965818 	7619949 	14395732 	18927455 	20288472 
A,TOTAL,FOR,Q1,N_GE1,NR,RO	: 	2615442 	2469325 	2332051 	2085616 	1665903 	1744557 	1861537 	425464 u	742481 	1144871 	2088885 
A,TOTAL,FOR,Q1,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	10196613 	13535531 	12861297 
A,TOTAL,FOR,Q1,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	10310122 	3783054 	4219031 	6161434 	5386268 
A,TOTAL,FOR,Q1,N_GE4,NR,EE	901430 u	1257447 	1480623 	1658903 	930479 	1112091 	1616366 	1735510 	239403 u	683770 u	724524 	758251 
A,TOTAL,FOR,Q1,N_GE4,NR,NL	: 	19626219 	18635628 	25986545 	22865440 	11094617 	13163355 	13013665 	6985356 	13540258 	17756154 	19193557 
A,TOTAL,FOR,Q1,N_GE4,NR,RO	: 	2566780 	2437390 	2266127 	2008973 	1640002 	1658358 	1781556 	414422 u	726651 	1094716 	1991638 
A,TOTAL,FOR,Q2,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	620202 	1697388 	2015790 
A,TOTAL,FOR,Q2,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	1367916 	464997 u	481070 u	793801 	729603 
A,TOTAL,FOR,Q2,N1-3,NR,EE	137883 u	170241 	285788 	169314 	201390 	171120 	349802 	208782 	71985 u	68566 u	178870 	275272 
A,TOTAL,FOR,Q2,N1-3,NR,NL	: 	1816089 	1896590 	1289671 	1515418 	1555822 	1477042 	1761147 	1910566 	990057 	1811403 	2315293 
A,TOTAL,FOR,Q2,N1-3,NR,RO	: 	135860 u	76082 u	106188 u	182147 u	110945 u	75645 u	46514 u	: u	: u	52607 u	: u
A,TOTAL,FOR,Q2,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	10777926 	23688825 	28291442 
A,TOTAL,FOR,Q2,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	15938695 	5874999 	5205845 	10420358 	10358730 
A,TOTAL,FOR,Q2,N_GE1,NR,EE	388143 	1470446 	1541445 	1610481 	1402452 	1131751 	2202817 	1898432 	922869 	905490 	1225221 	1660034 
A,TOTAL,FOR,Q2,N_GE1,NR,NL	: 	35089579 	35201877 	30218217 	30713254 	34648489 	36590476 	36144011 	31149484 	16812061 	32934196 	32624824 
A,TOTAL,FOR,Q2,N_GE1,NR,RO	: 	3812338 	4501214 	3448482 	3104765 	3012741 	2118558 	2102564 	497231 u	847267 	718091 	722181 
A,TOTAL,FOR,Q2,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	10157723 	21991437 	26275652 
A,TOTAL,FOR,Q2,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	14570779 	5410002 	4724776 	9626557 	9629127 
A,TOTAL,FOR,Q2,N_GE4,NR,EE	250260 u	1300205 	1255658 	1441167 	1201062 	960631 	1853015 	1689650 	850884 	836923 	1046351 	1384762 
A,TOTAL,FOR,Q2,N_GE4,NR,NL	: 	33273489 	33305287 	28928546 	29197836 	33092667 	35113434 	34382864 	29238918 	15822005 	31122793 	30309531 
A,TOTAL,FOR,Q2,N_GE4,NR,RO	: 	3676478 	4425132 	3342294 	2922618 	2901796 	2042914 	2056050 	484022 u	829348 	665484 	710059 
A,TOTAL,FOR,Q3,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	929999 	2276183 	2812481 
A,TOTAL,FOR,Q3,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	1970765 	500372 u	709294 	1003307 	1158626 
A,TOTAL,FOR,Q3,N1-3,NR,EE	321420 	242954 	391077 	309243 	357524 	311158 	508590 	405929 	146521 	90897 u	213242 	324457 
A,TOTAL,FOR,Q3,N1-3,NR,NL	: 	3037523 	3286009 	3276169 	3146931 	3398467 	3741693 	3766726 	790737 	1388656 	3491839 	3971252 
A,TOTAL,FOR,Q3,N1-3,NR,RO	: 	91640 u	70794 u	103928 u	98667 u	167739 	225573 	304617 	99759 u	86868 u	195935 	143704 
A,TOTAL,FOR,Q3,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	18384557 	28682777 	33110444 
A,TOTAL,FOR,Q3,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	22476860 	7558582 	7296007 	12144312 	14149874 
A,TOTAL,FOR,Q3,N_GE1,NR,EE	2145062 	2075151 	2204181 	2681358 	2232298 	2118679 	2989293 	2420633 	1385925 	1124553 	1814154 	2431251 
A,TOTAL,FOR,Q3,N_GE1,NR,NL	: 	57673777 	58980115 	61039749 	62505271 	58645648 	58887978 	61297582 	15524446 	28066503 	62349144 	64579681 
A,TOTAL,FOR,Q3,N_GE1,NR,RO	: 	1955221 	2218721 	2334856 	2620455 	3084605 	3593441 	4838844 	1180824 	2837000 	3863915 	3793781 
A,TOTAL,FOR,Q3,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	17454558 	26406595 	30297963 
A,TOTAL,FOR,Q3,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	20506095 	7058210 	6586713 	11141005 	12991248 
A,TOTAL,FOR,Q3,N_GE4,NR,EE	1823642 	1832196 	1813105 	2372116 	1874774 	1807522 	2480703 	2014704 	1239404 	1033656 	1600912 	2106794 
A,TOTAL,FOR,Q3,N_GE4,NR,NL	: 	54636254 	55694106 	57763580 	59358339 	55247181 	55146285 	57530857 	14733708 	26677847 	58857305 	60608430 
A,TOTAL,FOR,Q3,N_GE4,NR,RO	: 	1863581 	2147927 	2230928 	2521788 	2916866 	3367868 	4534227 	1081065 	2750132 	3667981 	3650077 
A,TOTAL,FOR,Q4,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1990041 	3697003 	3530961 
A,TOTAL,FOR,Q4,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	3256563 	704225 	702062 	1542647 	1869056 
A,TOTAL,FOR,Q4,N1-3,NR,EE	649695 	517658 	589978 	553736 	633332 	629070 	876901 	722411 	167387 	200839 	526350 	620225 
A,TOTAL,FOR,Q4,N1-3,NR,NL	: 	3362454 	3229383 	3698034 	4010016 	6372048 	5654555 	6436122 	987501 	3042339 	7377330 	7776238 
A,TOTAL,FOR,Q4,N1-3,NR,RO	: 	: u	: u	: u	: u	: u	96208 u	123650 u	: u	59087 u	148067 	282831 
A,TOTAL,FOR,Q4,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	33019773 	42243646 	43475900 
A,TOTAL,FOR,Q4,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	26764069 	11614540 	6389715 	16188867 	19887409 
A,TOTAL,FOR,Q4,N_GE1,NR,EE	3343222 	2931249 	3329064 	3519776 	3496629 	3929453 	5260532 	4101153 	2175941 	1858459 	3226018 	4661674 
A,TOTAL,FOR,Q4,N_GE1,NR,NL	: 	54665697 	52831580 	48889654 	55372084 	87996390 	84355550 	87592014 	12746371 	55340452 	106657022 	116950778 
A,TOTAL,FOR,Q4,N_GE1,NR,RO	: 	640604 	549380 	497319 	845349 	874200 	1405393 	2460566 	799186 	2238898 	4210681 	6203918 
A,TOTAL,FOR,Q4,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	31029732 	38546643 	39944939 
A,TOTAL,FOR,Q4,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	23507506 	10910315 	5687654 	14646220 	18018352 
A,TOTAL,FOR,Q4,N_GE4,NR,EE	2693527 	2413591 	2739086 	2966041 	2863297 	3300383 	4383632 	3378742 	2008554 	1657619 	2699668 	4041449 
A,TOTAL,FOR,Q4,N_GE4,NR,NL	: 	51303244 	49602196 	45191620 	51362067 	81624342 	78700996 	81155892 	11758871 	52298112 	99279692 	109174540 
A,TOTAL,FOR,Q4,N_GE4,NR,RO	: 	606194 	537897 	490579 	823576 	846392 	1309186 	2336916 	782751 	2179811 	4062614 	5921087 
A,TOTAL,FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	549071 	: 	665253 	206632 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N1-3,NR,AT	9069459 	9135269 	9320767 	8867535 	9733779 	9843190 	9387429 	10309300 	3551857 	5765997 	12337034 	14234132 
A,TOTAL,FOR,TOTAL,N1-3,NR,BE	6275920 	6831938 	7107442 	7488409 	9601182 	8758892 b	9133470 	9777730 	3617974 	4015526 	8366254 	9730349 
A,TOTAL,FOR,TOTAL,N1-3,NR,BG	363003 	448806 	458625 	345705 	412304 	509511 	728804 	968658 	137379 u	152399 u	560959 	818547 
A,TOTAL,FOR,TOTAL,N1-3,NR,CH	9020721 	9232563 	9056637 	10463086 	9593433 	11414338 	11572295 	9629005 	3427577 	2988175 	6611528 	: 
A,TOTAL,FOR,TOTAL,N1-3,NR,CY	687017 	660456 	587266 	624339 	770120 	949617 	967997 	1212720 	333710 	275764 	905787 	1180798 
A,TOTAL,FOR,TOTAL,N1-3,NR,CZ	3018691 	3307275 	3265110 	3300730 	3643985 	3572551 	4891378 	4589940 	1615139 	1303574 	3445079 	4680545 
A,TOTAL,FOR,TOTAL,N1-3,NR,DE	46429589 	46781084 	41516667 	47848690 	49528184 	48091013 	56940450 	52441676 	20935310 	23266918 	43408898 	47644494 
A,TOTAL,FOR,TOTAL,N1-3,NR,DK	5595716 	6116723 b	6228157 	7265063 	6293385 	5405279 	3831010 	7887353 	1987613 	2165582 	3692483 	4322635 
A,TOTAL,FOR,TOTAL,N1-3,NR,EE	1251240 	1135144 	1430553 	1111122 	1303349 	1202831 	1959152 	1496114 	422503 	392190 	985282 	1340078 
A,TOTAL,FOR,TOTAL,N1-3,NR,EL	271351 	264507 	327181 	356558 	299776 	401986 	500304 	494398 	192989 	207348 	409329 	426780 
A,TOTAL,FOR,TOTAL,N1-3,NR,ES	8488800 	7824935 	8383246 	9171649 b	9469738 	10888485 	12202223 	14212869 	3663022 	4573263 	10002315 	11501482 
A,TOTAL,FOR,TOTAL,N1-3,NR,FI	9173319 	8415898 	8570143 	8695270 	8978063 	9339621 	8890154 	8054348 	2065779 	1358313 	4269557 	6293842 
A,TOTAL,FOR,TOTAL,N1-3,NR,FR	14171482 	14181598 	15441094 	14145736 	13261780 	18101221 	18466636 	18210635 	8667167 	8009417 	18003218 	22351827 
A,TOTAL,FOR,TOTAL,N1-3,NR,HR	2718994 	2636505 	2857521 	2629729 	1850627 	2045529 	2230640 	2505826 	518740 	638701 	1506936 	2339101 
A,TOTAL,FOR,TOTAL,N1-3,NR,HU	3543485 	4023497 	4596992 	5193291 	6224640 	6592317 	6993109 	7480032 	2741926 	2640454 	4884127 	5320989 
A,TOTAL,FOR,TOTAL,N1-3,NR,IE	3913386 	4170369 	4204373 	4575543 	4381231 	5503913 	6078508 	5668723 	1863272 	1422234 	5918238 	7629825 
A,TOTAL,FOR,TOTAL,N1-3,NR,IT	10160576 	7427652 	7691294 b	7728245 	7283253 	8444589 	10503342 	9299280 	1954580 	1880775 	4756046 	5528222 
A,TOTAL,FOR,TOTAL,N1-3,NR,LT	1146640 	1182360 	1228836 	1318817 	1363905 	1373747 	1505337 	1602038 	511134 	572939 	1026984 	1175927 
A,TOTAL,FOR,TOTAL,N1-3,NR,LU	1339444 	1392167 	1672153 	1537275 	1238751 	1939652 	2285730 	2390861 	1127023 	1325159 	2121607 	2556246 
A,TOTAL,FOR,TOTAL,N1-3,NR,LV	1232333 	1061933 	949233 	1028827 	1095057 	1013891 	1172356 	1185349 	412519 	368551 	1109760 	1425526 
A,TOTAL,FOR,TOTAL,N1-3,NR,ME	: 	: 	: 	: 	639544 	506093 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	234205 	61801 	162326 	: 	: 
A,TOTAL,FOR,TOTAL,N1-3,NR,MT	181297 	211936 	230609 b	255756 	269459 	416274 	485246 	527106 	198522 	226368 	405604 	591412 
A,TOTAL,FOR,TOTAL,N1-3,NR,NL	9636867 	9182155 	9493524 	9727323 	9823874 	12154056 	11772866 	12916148 	4323396 	6276525 	13851873 	15157698 
A,TOTAL,FOR,TOTAL,N1-3,NR,NO	: 	6375575 	7623259 	7063308 	6761384 	6348154 	7187922 	: 	: 	1339395 	5890249 	5638763 
A,TOTAL,FOR,TOTAL,N1-3,NR,PL	6530553 	5153064 	4282791 b	4702761 	5065703 	5567743 	5751871 	6279458 	2730937 	3035734 	5594307 	6388292 
A,TOTAL,FOR,TOTAL,N1-3,NR,PT	1056446 	746621 	1102096 	1206474 	1333245 	1346632 	1521034 	2055460 	584793 	522983 	1668905 	2237646 
A,TOTAL,FOR,TOTAL,N1-3,NR,RO	233700 	310572 	190294 	282780 	379231 	332392 	483623 	554762 	140445 u	179704 	446764 	535904 
A,TOTAL,FOR,TOTAL,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	787557 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N1-3,NR,SE	: 	: 	7095430 	6939177 	6432090 	14895014 	13175083 	13354723 	3077252 	4195043 	9605669 	: 
A,TOTAL,FOR,TOTAL,N1-3,NR,SI	2414704 	2767720 	2777430 	3092905 	2842765 	3370232 	3255852 	3505573 	936691 	1814139 	2688419 	4202338 
A,TOTAL,FOR,TOTAL,N1-3,NR,SK	1269008 	998426 b	2505071 	1891565 	2512501 	3732348 	4017328 	4412724 	1215540 	1222888 	2833159 	3779344 
A,TOTAL,FOR,TOTAL,N1-3,NR,UK	23372501 	23940584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	13483978 	: 	13110079 	3046163 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,AT	67450202 	65856460 	69846475 	68832809 	71472963 	73761033 	67800334 	74428191 	25240270 	49359037 	90386157 	104023135 
A,TOTAL,FOR,TOTAL,N_GE1,NR,BE	76265996 	85471276 	86475032 	86578113 	98585382 	88782784 b	104276180 	108154552 	53728009 	72854152 	108846460 	119110198 
A,TOTAL,FOR,TOTAL,N_GE1,NR,BG	3886196 	4231970 	4062264 	3778260 	4044404 	5012923 	6397986 	7007539 	1591789 	1259527 	5311641 	6330913 
A,TOTAL,FOR,TOTAL,N_GE1,NR,CH	95110971 	97880486 	99722591 	110198328 	115606081 	121621898 	118774558 	117081340 	60888958 	63659654 	98470172 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,CY	13882721 	12325808 	14582145 	12782579 	13260809 	14205130 	11955548 	13346168 	5808593 	5080066 	9311833 	12184668 
A,TOTAL,FOR,TOTAL,N_GE1,NR,CZ	40953875 	39606064 	38013815 	37204006 	39653044 	45452158 	46994452 	46871532 	14782542 	24215232 	44918844 	48578657 
A,TOTAL,FOR,TOTAL,N_GE1,NR,DE	687371570 	745626638 	730128564 	699833343 	770926126 	798017337 	911128220 	864768908 	321619814 	443069796 	785735784 	876982563 
A,TOTAL,FOR,TOTAL,N_GE1,NR,DK	54550080 	52304960 b	54200283 	55136829 	51068557 	52560853 	47568781 	76781855 	29149193 	23383755 	45267698 	50347630 
A,TOTAL,FOR,TOTAL,N_GE1,NR,EE	6920100 	7938584 	8719025 	9549349 	8172961 	8383458 	12292867 	10314720 	4760748 	4604158 	7056736 	9631334 
A,TOTAL,FOR,TOTAL,N_GE1,NR,EL	5723863 	8619057 	7876643 	6941342 	7166025 	6482295 	7609652 	8567474 	3547754 	3907077 	8863900 	8980141 
A,TOTAL,FOR,TOTAL,N_GE1,NR,ES	96202276 	91316150 	93984057 	106981983 b	113119882 	112090507 	123117393 	119336297 	35302313 	56005677 	114858352 	127706781 
A,TOTAL,FOR,TOTAL,N_GE1,NR,FI	54035544 	49558360 	50475690 	49381171 	51524015 	55425875 	55510398 	65347635 	27763571 	17798627 	49451283 	56764701 
A,TOTAL,FOR,TOTAL,N_GE1,NR,FR	211717989 	221383996 	235098079 	199278725 	200063793 	221280432 	227834353 	230482843 	77948123 	94187743 	185173217 	224335801 
A,TOTAL,FOR,TOTAL,N_GE1,NR,HR	15848458 	21710694 	19900659 	18010254 	8644304 	11695565 	11625601 	11163806 	4107371 	5703032 	7112490 	10908937 
A,TOTAL,FOR,TOTAL,N_GE1,NR,HU	22690212 	23296784 	26230418 	28133920 	29865464 	30819562 	33266034 	40003987 	11936867 	14537888 	28085192 	33804685 
A,TOTAL,FOR,TOTAL,N_GE1,NR,IE	43497864 	43014701 	43385325 	43527700 	47222817 	47904081 	50197497 	55303218 	12998481 	13900939 	49836324 	56109362 
A,TOTAL,FOR,TOTAL,N_GE1,NR,IT	105495896 	92287385 	90196548 b	87585736 	77133618 	78155312 	110255062 	108709743 	26449648 	38775502 	76682714 	71670216 
A,TOTAL,FOR,TOTAL,N_GE1,NR,LT	12942904 	13642361 	12102708 	12636135 	12938130 	13227989 	14404777 	14737607 	4434442 	5414696 	13103053 	14855414 
A,TOTAL,FOR,TOTAL,N_GE1,NR,LU	10809020 	10604138 	11255418 	10874082 	10735463 	16338840 	15819287 	15764766 	11259939 	14651861 	20678816 	21085015 
A,TOTAL,FOR,TOTAL,N_GE1,NR,LV	8233177 	7951095 	8661070 	6702886 	7404813 	6837392 	7311554 	8927539 	3127949 	4635107 	7496233 	10473579 
A,TOTAL,FOR,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	5391167 	3905296 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	2519293 	621708 	1678587 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,MT	2286772 	2610807 	2585315 b	2554638 	2654214 	3282177 	3868712 	3844430 	1328882 	1998689 	3437752 	4406346 
A,TOTAL,FOR,TOTAL,N_GE1,NR,NL	171833626 	168021361 	166730740 	167597615 	172607557 	193212864 	193896935 	198999426 	67040249 	114614747 	220867817 	234443755 
A,TOTAL,FOR,TOTAL,N_GE1,NR,NO	: 	53521077 	67249602 	60663437 	58332133 	61918200 	57289244 	: 	: 	20709908 	57064710 	52725447 
A,TOTAL,FOR,TOTAL,N_GE1,NR,PL	85954178 	97443011 	103675558 b	99647918 	105439704 	119142892 	121088446 	133252327 	62541610 	70929997 	120504844 	121381159 
A,TOTAL,FOR,TOTAL,N_GE1,NR,PT	10689975 	13771145 	11679160 	13016796 	11337148 	14840624 	16160009 	19210198 	5554279 	7810174 	17020144 	19263412 
A,TOTAL,FOR,TOTAL,N_GE1,NR,RO	8522640 	9023605 	9738640 	8612708 	8656186 	8637449 	8861949 	11263511 	2902704 	6665646 	9937558 	12808766 
A,TOTAL,FOR,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	6390539 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,SE	: 	: 	68708901 	59155065 	72779909 	176278541 	143070504 	128756186 	36034568 	48381892 	118895202 	: 
A,TOTAL,FOR,TOTAL,N_GE1,NR,SI	13551400 	13804276 	13687486 	16058355 	16313955 	15711408 	17305373 	16292233 	7245570 	12933299 	18362470 	22343987 
A,TOTAL,FOR,TOTAL,N_GE1,NR,SK	20045360 	16747450 b	14238982 	19087730 	17929984 	21394899 	27149927 	30155344 	5031783 	8883452 	17785259 	24443962 
A,TOTAL,FOR,TOTAL,N_GE1,NR,UK	546456491 	563945045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	12934907 	: 	12444826 	2839531 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE4,NR,AT	58380743 	56721190 	60525708 	59965274 	61739184 	63917843 	58412905 	64118891 	21688413 	43593040 	78049123 	89789003 
A,TOTAL,FOR,TOTAL,N_GE4,NR,BE	69990076 	78639339 	79367590 	79089704 	88984200 	80023892 b	95142710 	98376822 	50110034 	68838626 	100480206 	109379850 
A,TOTAL,FOR,TOTAL,N_GE4,NR,BG	3523192 	3783164 	3603639 	3432555 	3632100 	4503412 	5669182 	6038881 	1454409 	1107128 	4750683 	5512366 
A,TOTAL,FOR,TOTAL,N_GE4,NR,CH	86090250 	88647923 	90665954 	99735242 	106012648 	110207560 	107202263 	107452335 	57461380 	60671479 	91858644 	: 
A,TOTAL,FOR,TOTAL,N_GE4,NR,CY	13195704 	11665352 	13994879 	12158240 	12490689 	13255513 	10987551 	12133448 	5474883 	4804302 	8406046 	11003870 
A,TOTAL,FOR,TOTAL,N_GE4,NR,CZ	37935184 	36298789 	34748704 	33903276 	36009059 	41879607 	42103074 	42281593 	13167403 	22911657 	41473765 	43898112 
A,TOTAL,FOR,TOTAL,N_GE4,NR,DE	640941981 	698845554 	688611896 	651984653 	721397943 	749926324 	854187770 	812327232 	300684504 	419802879 	742326886 	829338069 
A,TOTAL,FOR,TOTAL,N_GE4,NR,DK	48954364 	46188237 b	47972126 	47871766 	44775172 	47155575 	43737771 	68894502 	27161580 	21218173 	41575216 	46024995 
A,TOTAL,FOR,TOTAL,N_GE4,NR,EE	5668859 	6803439 	7288471 	8438226 	6869612 	7180627 	10333715 	8818606 	4338245 	4211968 	6071454 	8291256 
A,TOTAL,FOR,TOTAL,N_GE4,NR,EL	5452512 	8354550 	7549461 	6584784 	6866249 	6080310 	7109348 	8073075 	3354765 	3699729 	8454571 	8553361 
A,TOTAL,FOR,TOTAL,N_GE4,NR,ES	87713477 	83491215 	85600811 	97810334 b	103650143 	101202022 	110915170 	105123427 	31639291 	51432414 	104856037 	116205299 
A,TOTAL,FOR,TOTAL,N_GE4,NR,FI	44862225 	41142461 	41905546 	40685901 	42545952 	46086253 	46620244 	57293287 	25697792 	16440314 	45181726 	50470859 
A,TOTAL,FOR,TOTAL,N_GE4,NR,FR	197546506 	207202398 	219656985 	185132989 	186802014 	203179210 	209367717 	212272208 	69280956 	86178326 	167169999 	201983974 
A,TOTAL,FOR,TOTAL,N_GE4,NR,HR	13129463 	19074189 	17043138 	15380525 	6793677 	9650036 	9394960 	8657980 	3588631 	5064330 	5605554 	8569836 
A,TOTAL,FOR,TOTAL,N_GE4,NR,HU	19146727 	19273287 	21633426 	22940629 	23640824 	24227245 	26272925 	32523955 	9194941 	11897434 	23201065 	28483696 
A,TOTAL,FOR,TOTAL,N_GE4,NR,IE	39584478 	38844331 	39180952 	38952158 	42841585 	42400168 	44118989 	49634495 	11135208 	12478706 	43918086 	48479538 
A,TOTAL,FOR,TOTAL,N_GE4,NR,IT	95335320 	84859733 	82505254 b	79857491 	69850365 	69710723 	99751719 	99410463 	24495069 	36894727 	71926668 	66141994 
A,TOTAL,FOR,TOTAL,N_GE4,NR,LT	11796264 	12460001 	10873872 	11317317 	11574225 	11854242 	12899440 	13135569 	3923307 	4841757 	12076070 	13679487 
A,TOTAL,FOR,TOTAL,N_GE4,NR,LU	9469576 	9211971 	9583265 	9336807 	9496712 	14399188 	13533557 	13373905 	10132916 	13326703 	18557209 	18528770 
A,TOTAL,FOR,TOTAL,N_GE4,NR,LV	7000844 	6889161 	7711836 	5674058 	6309756 	5823502 	6139198 	7742189 	2715430 	4266556 	6386472 	9048052 
A,TOTAL,FOR,TOTAL,N_GE4,NR,ME	: 	: 	: 	: 	4751623 	3399203 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	2285087 	559906 	1516261 	: 	: 
A,TOTAL,FOR,TOTAL,N_GE4,NR,MT	2105474 	2398871 	2354706 b	2298882 	2384755 	2865903 	3383466 	3317324 	1130360 	1772322 	3032148 	3814933 
A,TOTAL,FOR,TOTAL,N_GE4,NR,NL	162196758 	158839205 	157237216 	157870292 	162783683 	181058808 	182124069 	186083277 	62716853 	108338222 	207015944 	219286057 
A,TOTAL,FOR,TOTAL,N_GE4,NR,NO	: 	47145502 	59626342 	53600129 	51570750 	55570046 	50101322 	: 	: 	19370513 	51174461 	47086684 
A,TOTAL,FOR,TOTAL,N_GE4,NR,PL	79423625 	92289947 	99392767 b	94945157 	100374001 	113575148 	115336575 	126972869 	59810673 	67894263 	114910537 	114992868 
A,TOTAL,FOR,TOTAL,N_GE4,NR,PT	9633529 	13024525 	10577065 	11810322 	10003903 	13493992 	14638974 	17154737 	4969486 	7287191 	15351238 	17025765 
A,TOTAL,FOR,TOTAL,N_GE4,NR,RO	8288940 	8713033 	9548346 	8329927 	8276954 	8305057 	8378326 	10708749 	2762260 	6485942 	9490795 	12272861 
