freq,c_dest,purpose,duration,isced11,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FOR,TOTAL,N_GE4,UNK,NR,LU	: 	933228 	991497 	960810 	982091 	1371428 	1380228 	550106 	887020 	1151368 	1777317 	1826585 
A,FOR,TOTAL,N_GE4,UNK,NR,ME	: 	: 	: 	: 	370515 	328137 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,MT	220490 	248061 	: 	: 	: 	377384 	440253 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,NL	52862 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,NO	: 	4728555 	5731872 	5463408 	5082625 	5375690 	4789959 	: 	: 	1374615 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,PL	6111156 	7611566 	8330489 	8813927 	9069470 	9560049 	10219182 	10865162 	4938508 	5454689 	9472458 	10963992 
A,FOR,TOTAL,N_GE4,UNK,NR,PT	: 	: 	948940 	: 	: 	: 	: 	: 	: 	: 	: 	1756082 
A,FOR,TOTAL,N_GE4,UNK,NR,RO	687230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,SE	: 	: 	5637047 	5165190 	5639975 	14241486 	12693428 	11768362 	2604677 	3781088 	10695216 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,SI	: 	: 	: 	: 	: 	1408281 	1648853 	1518644 	670106 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,SK	2093745 	1722110 	1342876 	1953980 	1888078 	2205681 	2829086 	3108064 	502997 	1002420 	2012814 	2619082 
A,FOR,TOTAL,N_GE4,UNK,NR,UK	40461127 	41835431 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	24152 u	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	87437 u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	91344 u	144236 u	180728 	233069 
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	43301 u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED0-2,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	37652 u	109553 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	47902 u	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	62221 u	104946 u	186561 	264764 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	70836 u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	52989 u	56530 u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	139564 u	142398 u	225070 	261526 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	68860 u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	185135 u	181309 u	313765 	465324 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	32814 u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	23126 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	7916 u	12895 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	51641 u	: u	131650 	124844 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	120742 u	132964 u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	17456 u	: 
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	93997 	127512 	218736 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	24739 u	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	45510 u	124509 	176693 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	154112 	189762 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	34756 u	55077 u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	103720 u	104123 u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	26399 u	27266 u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	249759 	191608 	526818 	631891 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	87358 u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	585021 	391687 	684949 	1394251 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	29093 u	: u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	11226 u	: 	: 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	7849 u	13001 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	93370 u	94988 	315120 	433991 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	30376 u	: 
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	25440 u	51296 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	96794 	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	116391 	201421 	361802 	528894 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	92627 	67666 u	225042 	273276 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	33759 u	96632 	129686 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	69439 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1036333 u	908149 u	2046758 	2065877 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	111455 u	: u	176503 u	206133 u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	24111 u	: u	43079 u	53699 u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	27820 u	24609 u	47226 	50795 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	480668 	478242 	932616 	1126486 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	207009 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	780158 	595719 	1054290 	1906261 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	112255 	134961 	277311 	392755 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	161910 	261170 	295643 	310682 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	523102 	502404 	1680372 	2129313 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	368573 u	468392 u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	37371 	19425 	92836 	91040 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	18720 	23236 	48616 	58966 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	55778 u	67788 u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	15667 u	50170 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	8224 u	6626 u	16727 	26432 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	166182 	107059 	490071 	615822 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	205905 	216493 u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	131704 	54205 	150295 	196128 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	33321 u	: u	59793 	74133 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	27141 u	: u
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	215086 u	238575 u	: u	: 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	123888 	190603 	379585 
A,NEU27_2020_FOR,PER,N1-3,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	92627 	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	69439 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1036333 u	908149 u	2046758 	2065877 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	27820 u	24609 u	47226 	50795 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	112255 	134961 	277311 	392755 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	161910 	261170 	295643 	310682 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	523102 	502404 	1680372 	2129313 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	368573 u	468392 u
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	37371 	19425 	92836 	91040 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	18720 	23236 	48616 	58966 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	131704 	54205 	150295 	196128 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74133 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	215086 u	238575 u	: u	: 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,PER,N1-3,UNK,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	29118 u	: 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	91555 u	153552 u	251489 	445202 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	197344 	385136 	352924 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	39569 u	37278 u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	236747 u	: u	253352 	176559 u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	31814 u	31913 u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	380016 	452516 	1106437 	1529508 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	79360 u	: u	253285 	300755 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	262982 	514045 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	50331 u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	9944 u	36437 u	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	7356 u	5983 u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	142524 	133885 	548338 	500850 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	312290 	214502 
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	45937 	40436 	133799 	9616 u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,PER,N_GE1,ED0-2,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	72304 	99149 	220612 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	69588 	: 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	290673 	395851 	1020064 	1419880 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	187708 	496843 	563458 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	46117 u	140461 	149184 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	313990 	159554 u	378590 	550469 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	52887 	64703 	106159 	101528 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	423642 	452788 	991454 	1102154 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	169078 u	: u	288615 	379095 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	840714 	636479 	1730556 	2342347 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	36554 u	28041 u	133606 	180537 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	19404 u	66992 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	25263 	17771 	49579 	72849 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	462127 	296096 	1112978 	1175732 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	839704 	612953 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	51632 	38808 u	144669 	: u
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	40250 u	70823 	153903 
A,NEU27_2020_FOR,PER,N_GE1,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	188673 	291431 	518555 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	53443 	: 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	148413 	324455 	725461 	989743 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	388458 	1012288 	1324844 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	150276 	144159 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	388319 	137884 u	617336 	613690 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	65561 	76593 	128411 	179236 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	680564 	802452 	2387918 	2825600 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	232485 	137983 u	441906 	512689 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2266953 	1458045 	4536614 	6535906 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	67392 	156613 	217752 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	18819 u	46772 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	17000 	16168 u	53331 	64072 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	639140 	750751 	2733642 	3162875 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	213676 	193805 u
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	64580 	52856 	264625 	17282 u
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	75438 	129183 	126866 
A,NEU27_2020_FOR,PER,N_GE1,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	64117 	123478 	169689 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	152150 	: 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	530642 	873858 	1997014 	2854825 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	689470 	773510 	1894267 	2241226 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	69056 u	79168 	330305 	330622 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	849717 	920776 	1467221 	: 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	132968 	90435 u	299855 	407311 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	130407 u	495765 	1295988 	1445275 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5795927 	7504564 	17248374 	24342881 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	939056 	383405 	1249278 	1340718 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	128841 	147812 	266384 	356514 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	136185 	149593 	370317 	385644 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1484223 	1707756 	4485808 	5457262 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	480923 	248515 	983807 	1192539 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3185671 	2175425 	6530153 	9392298 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	187532 	286403 	515277 	718772 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	394420 	538015 	817583 	1023433 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	955972 	978149 	2984262 	3830709 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	992219 	804005 	2800508 	3125267 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	168143 	196782 	569377 	617225 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	113817 	160577 	356029 	399816 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	80611 u	107990 	308596 	448620 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	48167 	150201 	: 	: 
A,NEU27_2020_FOR,PER,N_GE1,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	44913 	36879 	110265 	142904 
