freq,income,unit,geo,year,value,income_id
A,PROF,FOR,TOTAL,2016,1569173.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,66934.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1043848.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,282947.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,664587.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,9866652.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1450361.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,499921.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,58841.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1661710.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2315180.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2769693.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,533328.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,694336.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,944043.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1302451.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,478598.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,276859.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,208710.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,209652.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,80645.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1514157.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2089305.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,798514.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,426367.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,717695.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,491083.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,7122569.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,6420228.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,379677.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,3865232.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1210599.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1481477.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,60910662.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,4007254.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2034282.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,557187.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,9208884.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,9189048.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,11799709.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2358653.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1820998.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,3991944.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,11551276.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2070925.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,602336.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,822888.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,980749.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,285657.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,5679433.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,5438046.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,7820325.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2630042.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2697167.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1444091.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,4803943.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,4851055.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2821384.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,927652.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,816890.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,51044010.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2556893.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1534361.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,498346.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,7547175.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,6873868.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,9030016.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1825325.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1126662.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,3047901.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,10248825.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1592328.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,325477.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,614178.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,771098.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,205013.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,4165277.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,3348741.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,7021811.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,2203675.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,1979472.0,2016_TOTAL_PROF
A,PROF,FOR,TOTAL,2016,953009.0,2016_TOTAL_PROF
A,PROF,FOR,UNK,2016,2318626.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1569173.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,66934.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1043848.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,282947.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,664587.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,9866652.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1450361.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,58841.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1661710.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2315180.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2769693.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,533328.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,694336.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,944043.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1302451.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,478598.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,276859.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,208710.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,209652.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,80645.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2089305.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,798514.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,426367.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,717695.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,491083.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,7122569.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,6420228.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,379677.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,3865232.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1210599.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1481477.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,60910662.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,4007254.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,557187.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,9208884.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,9189048.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,11799709.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2358653.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1820998.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,3991944.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,11551276.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2070925.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,602336.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,822888.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,980749.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,285657.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,5438046.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,7820325.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2630042.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2697167.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1444091.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,4803943.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,4851055.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2821384.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,927652.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,816890.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,51044010.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2556893.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,498346.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,7547175.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,6873868.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,9030016.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1825325.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1126662.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,3047901.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,10248825.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1592328.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,325477.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,614178.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,771098.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,205013.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,3348741.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,7021811.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,2203675.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,1979472.0,2016_UNK_PROF
A,PROF,FOR,UNK,2016,953009.0,2016_UNK_PROF
A,PROF,WORLD,Q1,2016,104091.0,2016_Q1_PROF
A,PROF,WORLD,Q1,2016,139998.0,2016_Q1_PROF
A,PROF,WORLD,Q1,2016,159388.0,2016_Q1_PROF
A,PROF,WORLD,Q1,2016,199483.0,2016_Q1_PROF
A,PROF,WORLD,Q1,2016,429198.0,2016_Q1_PROF
A,PROF,WORLD,Q1,2016,1491394.0,2016_Q1_PROF
A,PROF,WORLD,Q1,2016,1332006.0,2016_Q1_PROF
A,PROF,WORLD,Q2,2016,100966.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,251291.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,109262.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,333053.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,614368.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,2010120.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,232087.0,2016_Q2_PROF
A,PROF,WORLD,Q2,2016,1900858.0,2016_Q2_PROF
A,PROF,WORLD,Q3,2016,253602.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,916798.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,923579.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,3338396.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,668245.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,669977.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,2421598.0,2016_Q3_PROF
A,PROF,WORLD,Q3,2016,630290.0,2016_Q3_PROF
A,PROF,WORLD,Q4,2016,546993.0,2016_Q4_PROF
A,PROF,WORLD,Q4,2016,1412210.0,2016_Q4_PROF
A,PROF,WORLD,Q4,2016,1544096.0,2016_Q4_PROF
A,PROF,WORLD,Q4,2016,3365258.0,2016_Q4_PROF
A,PROF,WORLD,Q4,2016,997103.0,2016_Q4_PROF
A,PROF,WORLD,Q4,2016,1953049.0,2016_Q4_PROF
A,PROF,WORLD,TOTAL,2016,4873993.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1721036.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,207642.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1496480.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,304149.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1892513.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,51505080.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3038746.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1005652.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,373612.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,10294677.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,7376014.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,18867540.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,993928.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,971621.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1531306.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,7774653.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1002812.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,278200.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,275292.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,354405.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,90437.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2720297.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,5855420.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2759222.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1833794.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,308692.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,9223617.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,607506.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2044731.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,11876869.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,6619282.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,804568.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,4631027.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1237935.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3351779.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,145352285.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,6779392.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3000211.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3292216.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,28995345.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,16557688.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,54126888.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3703319.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2350230.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,4746046.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,23545067.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2751863.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,603678.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,956268.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1216896.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,302611.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,7747220.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,13425432.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,13220414.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,5785048.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,4234758.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,16677425.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1633780.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,4405209.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,7002877.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,4898245.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,596926.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3134547.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,933786.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1459266.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,93847205.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3740646.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1994559.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2918604.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,18700668.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,9181674.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,35259347.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,2709392.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1378609.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3214740.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,15770414.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1749051.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,325477.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,680976.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,862491.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,212174.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,5026922.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,7570012.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,10461192.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3951254.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,3926066.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,7453808.0,2016_TOTAL_PROF
A,PROF,WORLD,TOTAL,2016,1026274.0,2016_TOTAL_PROF
A,PROF,WORLD,UNK,2016,4873993.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1721036.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,207642.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1496480.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,304149.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1892513.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,51505080.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3038746.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,373612.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,10294677.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,7376014.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,18867540.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,993928.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,971621.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1531306.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,7774653.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1002812.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,278200.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,275292.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,354405.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,90437.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,5855420.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,2759222.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1833794.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,9223617.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,607506.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,2044731.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,11876869.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,6619282.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,804568.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,4631027.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1237935.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3351779.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,145352285.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,6779392.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3292216.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,28995345.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,16557688.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,54126888.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3703319.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,2350230.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,4746046.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,23545067.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,2751863.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,603678.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,956268.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1216896.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,302611.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,13425432.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,13220414.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,5785048.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,16677425.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1633780.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,4405209.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,7002877.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,4898245.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,596926.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3134547.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,933786.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1459266.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,93847205.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3740646.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,2918604.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,18700668.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,9181674.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,35259347.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,2709392.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1378609.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3214740.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,15770414.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1749051.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,325477.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,680976.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,862491.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,212174.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,7570012.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,10461192.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,3951254.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,7453808.0,2016_UNK_PROF
A,PROF,WORLD,UNK,2016,1026274.0,2016_UNK_PROF
A,TOTAL,DOM,Q1,2016,582904.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,5431633.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,7589258.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,1114779.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,20724159.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,17375268.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,531876.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,15292526.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q1,2016,9786010.0,2016_Q1_TOTAL
A,TOTAL,DOM,Q2,2016,877644.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,6175528.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,10248064.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,1172944.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,22187967.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,26631657.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,295300.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,16012439.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q2,2016,16383593.0,2016_Q2_TOTAL
A,TOTAL,DOM,Q3,2016,1265462.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,9992432.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,3942113.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,1867086.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,34670847.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,12477139.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,601624.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,24678415.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q3,2016,8535026.0,2016_Q3_TOTAL
A,TOTAL,DOM,Q4,2016,1951965.0,2016_Q4_TOTAL
