source,target,relation
292,3616,HAS_EXPENDITURE
292,3617,HAS_EXPENDITURE
292,3618,HAS_EXPENDITURE
292,3619,HAS_EXPENDITURE
292,3620,HAS_EXPENDITURE
292,3621,HAS_EXPENDITURE
292,3622,HAS_EXPENDITURE
292,3623,HAS_EXPENDITURE
293,60,TO_DESTINATION
293,89,TO_DESTINATION
293,118,TO_DESTINATION
293,3573,HAS_PURPOSE
293,3581,IN_YEAR
293,3606,HAS_EXPENDITURE
293,3607,HAS_EXPENDITURE
293,3608,HAS_EXPENDITURE
293,3609,HAS_EXPENDITURE
293,3610,HAS_EXPENDITURE
293,3611,HAS_EXPENDITURE
293,3612,HAS_EXPENDITURE
293,3613,HAS_EXPENDITURE
293,3614,HAS_EXPENDITURE
293,3615,HAS_EXPENDITURE
293,3616,HAS_EXPENDITURE
293,3617,HAS_EXPENDITURE
293,3618,HAS_EXPENDITURE
293,3619,HAS_EXPENDITURE
293,3620,HAS_EXPENDITURE
293,3621,HAS_EXPENDITURE
293,3622,HAS_EXPENDITURE
293,3623,HAS_EXPENDITURE
294,61,TO_DESTINATION
294,90,TO_DESTINATION
294,119,TO_DESTINATION
294,3573,HAS_PURPOSE
294,3581,IN_YEAR
294,3606,HAS_EXPENDITURE
294,3607,HAS_EXPENDITURE
294,3608,HAS_EXPENDITURE
294,3609,HAS_EXPENDITURE
294,3610,HAS_EXPENDITURE
294,3611,HAS_EXPENDITURE
294,3612,HAS_EXPENDITURE
294,3613,HAS_EXPENDITURE
294,3614,HAS_EXPENDITURE
294,3615,HAS_EXPENDITURE
294,3616,HAS_EXPENDITURE
294,3617,HAS_EXPENDITURE
294,3618,HAS_EXPENDITURE
294,3619,HAS_EXPENDITURE
294,3620,HAS_EXPENDITURE
294,3621,HAS_EXPENDITURE
294,3622,HAS_EXPENDITURE
294,3623,HAS_EXPENDITURE
295,62,TO_DESTINATION
295,91,TO_DESTINATION
295,120,TO_DESTINATION
295,3573,HAS_PURPOSE
295,3581,IN_YEAR
295,3606,HAS_EXPENDITURE
295,3607,HAS_EXPENDITURE
295,3608,HAS_EXPENDITURE
295,3609,HAS_EXPENDITURE
295,3610,HAS_EXPENDITURE
295,3611,HAS_EXPENDITURE
295,3612,HAS_EXPENDITURE
295,3613,HAS_EXPENDITURE
295,3614,HAS_EXPENDITURE
295,3615,HAS_EXPENDITURE
295,3616,HAS_EXPENDITURE
295,3617,HAS_EXPENDITURE
295,3618,HAS_EXPENDITURE
295,3619,HAS_EXPENDITURE
295,3620,HAS_EXPENDITURE
295,3621,HAS_EXPENDITURE
295,3622,HAS_EXPENDITURE
295,3623,HAS_EXPENDITURE
296,63,TO_DESTINATION
296,92,TO_DESTINATION
296,121,TO_DESTINATION
296,3573,HAS_PURPOSE
296,3581,IN_YEAR
296,3606,HAS_EXPENDITURE
296,3607,HAS_EXPENDITURE
296,3608,HAS_EXPENDITURE
296,3609,HAS_EXPENDITURE
296,3610,HAS_EXPENDITURE
296,3611,HAS_EXPENDITURE
296,3612,HAS_EXPENDITURE
296,3613,HAS_EXPENDITURE
296,3614,HAS_EXPENDITURE
296,3615,HAS_EXPENDITURE
296,3616,HAS_EXPENDITURE
296,3617,HAS_EXPENDITURE
296,3618,HAS_EXPENDITURE
296,3619,HAS_EXPENDITURE
296,3620,HAS_EXPENDITURE
296,3621,HAS_EXPENDITURE
296,3622,HAS_EXPENDITURE
296,3623,HAS_EXPENDITURE
297,64,TO_DESTINATION
297,93,TO_DESTINATION
297,122,TO_DESTINATION
297,3573,HAS_PURPOSE
297,3581,IN_YEAR
297,3606,HAS_EXPENDITURE
297,3607,HAS_EXPENDITURE
297,3608,HAS_EXPENDITURE
297,3609,HAS_EXPENDITURE
297,3610,HAS_EXPENDITURE
297,3611,HAS_EXPENDITURE
297,3612,HAS_EXPENDITURE
297,3613,HAS_EXPENDITURE
297,3614,HAS_EXPENDITURE
297,3615,HAS_EXPENDITURE
297,3616,HAS_EXPENDITURE
297,3617,HAS_EXPENDITURE
297,3618,HAS_EXPENDITURE
297,3619,HAS_EXPENDITURE
297,3620,HAS_EXPENDITURE
297,3621,HAS_EXPENDITURE
297,3622,HAS_EXPENDITURE
297,3623,HAS_EXPENDITURE
298,65,TO_DESTINATION
298,94,TO_DESTINATION
298,123,TO_DESTINATION
298,3573,HAS_PURPOSE
298,3581,IN_YEAR
298,3606,HAS_EXPENDITURE
298,3607,HAS_EXPENDITURE
298,3608,HAS_EXPENDITURE
298,3609,HAS_EXPENDITURE
298,3610,HAS_EXPENDITURE
298,3611,HAS_EXPENDITURE
298,3615,HAS_EXPENDITURE
298,3616,HAS_EXPENDITURE
298,3617,HAS_EXPENDITURE
298,3618,HAS_EXPENDITURE
298,3619,HAS_EXPENDITURE
298,3620,HAS_EXPENDITURE
298,3621,HAS_EXPENDITURE
298,3622,HAS_EXPENDITURE
298,3623,HAS_EXPENDITURE
299,86,TO_DESTINATION
299,115,TO_DESTINATION
299,3573,HAS_PURPOSE
299,3581,IN_YEAR
299,3606,HAS_EXPENDITURE
299,3607,HAS_EXPENDITURE
299,3608,HAS_EXPENDITURE
299,3609,HAS_EXPENDITURE
299,3610,HAS_EXPENDITURE
299,3611,HAS_EXPENDITURE
299,3612,HAS_EXPENDITURE
299,3613,HAS_EXPENDITURE
299,3614,HAS_EXPENDITURE
299,3615,HAS_EXPENDITURE
299,3616,HAS_EXPENDITURE
299,3617,HAS_EXPENDITURE
299,3618,HAS_EXPENDITURE
299,3619,HAS_EXPENDITURE
299,3620,HAS_EXPENDITURE
299,3621,HAS_EXPENDITURE
299,3622,HAS_EXPENDITURE
299,3623,HAS_EXPENDITURE
300,37,TO_DESTINATION
300,66,TO_DESTINATION
300,95,TO_DESTINATION
300,3575,HAS_PURPOSE
300,3581,IN_YEAR
300,3606,HAS_EXPENDITURE
300,3607,HAS_EXPENDITURE
300,3608,HAS_EXPENDITURE
300,3609,HAS_EXPENDITURE
300,3610,HAS_EXPENDITURE
300,3611,HAS_EXPENDITURE
300,3615,HAS_EXPENDITURE
300,3616,HAS_EXPENDITURE
300,3617,HAS_EXPENDITURE
300,3618,HAS_EXPENDITURE
300,3619,HAS_EXPENDITURE
300,3620,HAS_EXPENDITURE
300,3621,HAS_EXPENDITURE
300,3622,HAS_EXPENDITURE
300,3623,HAS_EXPENDITURE
301,38,TO_DESTINATION
301,67,TO_DESTINATION
301,96,TO_DESTINATION
301,3575,HAS_PURPOSE
301,3581,IN_YEAR
301,3606,HAS_EXPENDITURE
301,3607,HAS_EXPENDITURE
301,3608,HAS_EXPENDITURE
301,3609,HAS_EXPENDITURE
301,3610,HAS_EXPENDITURE
301,3611,HAS_EXPENDITURE
301,3615,HAS_EXPENDITURE
301,3616,HAS_EXPENDITURE
301,3617,HAS_EXPENDITURE
301,3618,HAS_EXPENDITURE
301,3619,HAS_EXPENDITURE
301,3620,HAS_EXPENDITURE
301,3621,HAS_EXPENDITURE
301,3622,HAS_EXPENDITURE
301,3623,HAS_EXPENDITURE
302,39,TO_DESTINATION
302,97,TO_DESTINATION
302,3575,HAS_PURPOSE
302,3581,IN_YEAR
302,3606,HAS_EXPENDITURE
302,3607,HAS_EXPENDITURE
302,3608,HAS_EXPENDITURE
302,3609,HAS_EXPENDITURE
302,3610,HAS_EXPENDITURE
302,3611,HAS_EXPENDITURE
302,3612,HAS_EXPENDITURE
302,3613,HAS_EXPENDITURE
302,3614,HAS_EXPENDITURE
302,3615,HAS_EXPENDITURE
302,3616,HAS_EXPENDITURE
302,3617,HAS_EXPENDITURE
302,3618,HAS_EXPENDITURE
302,3619,HAS_EXPENDITURE
302,3620,HAS_EXPENDITURE
302,3621,HAS_EXPENDITURE
302,3622,HAS_EXPENDITURE
302,3623,HAS_EXPENDITURE
303,40,TO_DESTINATION
303,69,TO_DESTINATION
303,98,TO_DESTINATION
303,3575,HAS_PURPOSE
303,3581,IN_YEAR
303,3606,HAS_EXPENDITURE
303,3607,HAS_EXPENDITURE
303,3608,HAS_EXPENDITURE
303,3612,HAS_EXPENDITURE
303,3613,HAS_EXPENDITURE
303,3614,HAS_EXPENDITURE
303,3615,HAS_EXPENDITURE
303,3616,HAS_EXPENDITURE
303,3617,HAS_EXPENDITURE
303,3618,HAS_EXPENDITURE
303,3619,HAS_EXPENDITURE
303,3620,HAS_EXPENDITURE
303,3621,HAS_EXPENDITURE
303,3622,HAS_EXPENDITURE
303,3623,HAS_EXPENDITURE
304,41,TO_DESTINATION
304,70,TO_DESTINATION
304,99,TO_DESTINATION
304,3575,HAS_PURPOSE
304,3581,IN_YEAR
304,3606,HAS_EXPENDITURE
304,3607,HAS_EXPENDITURE
304,3608,HAS_EXPENDITURE
304,3609,HAS_EXPENDITURE
304,3610,HAS_EXPENDITURE
304,3611,HAS_EXPENDITURE
304,3615,HAS_EXPENDITURE
304,3616,HAS_EXPENDITURE
304,3617,HAS_EXPENDITURE
304,3618,HAS_EXPENDITURE
304,3619,HAS_EXPENDITURE
304,3620,HAS_EXPENDITURE
304,3621,HAS_EXPENDITURE
304,3622,HAS_EXPENDITURE
304,3623,HAS_EXPENDITURE
305,42,TO_DESTINATION
305,71,TO_DESTINATION
305,100,TO_DESTINATION
305,3575,HAS_PURPOSE
305,3581,IN_YEAR
305,3606,HAS_EXPENDITURE
305,3607,HAS_EXPENDITURE
305,3608,HAS_EXPENDITURE
305,3609,HAS_EXPENDITURE
305,3610,HAS_EXPENDITURE
305,3611,HAS_EXPENDITURE
305,3612,HAS_EXPENDITURE
305,3613,HAS_EXPENDITURE
305,3614,HAS_EXPENDITURE
305,3615,HAS_EXPENDITURE
305,3616,HAS_EXPENDITURE
305,3617,HAS_EXPENDITURE
305,3618,HAS_EXPENDITURE
305,3619,HAS_EXPENDITURE
305,3620,HAS_EXPENDITURE
305,3621,HAS_EXPENDITURE
305,3622,HAS_EXPENDITURE
305,3623,HAS_EXPENDITURE
306,43,TO_DESTINATION
306,72,TO_DESTINATION
306,101,TO_DESTINATION
306,3575,HAS_PURPOSE
306,3581,IN_YEAR
306,3606,HAS_EXPENDITURE
306,3607,HAS_EXPENDITURE
306,3608,HAS_EXPENDITURE
306,3609,HAS_EXPENDITURE
306,3610,HAS_EXPENDITURE
306,3611,HAS_EXPENDITURE
306,3615,HAS_EXPENDITURE
306,3616,HAS_EXPENDITURE
306,3617,HAS_EXPENDITURE
306,3618,HAS_EXPENDITURE
306,3619,HAS_EXPENDITURE
306,3620,HAS_EXPENDITURE
306,3621,HAS_EXPENDITURE
306,3622,HAS_EXPENDITURE
306,3623,HAS_EXPENDITURE
307,44,TO_DESTINATION
307,73,TO_DESTINATION
307,102,TO_DESTINATION
307,3575,HAS_PURPOSE
307,3581,IN_YEAR
307,3606,HAS_EXPENDITURE
307,3607,HAS_EXPENDITURE
307,3608,HAS_EXPENDITURE
307,3609,HAS_EXPENDITURE
307,3610,HAS_EXPENDITURE
307,3611,HAS_EXPENDITURE
307,3615,HAS_EXPENDITURE
307,3616,HAS_EXPENDITURE
307,3617,HAS_EXPENDITURE
307,3618,HAS_EXPENDITURE
307,3619,HAS_EXPENDITURE
307,3620,HAS_EXPENDITURE
307,3621,HAS_EXPENDITURE
307,3622,HAS_EXPENDITURE
307,3623,HAS_EXPENDITURE
308,45,TO_DESTINATION
308,74,TO_DESTINATION
308,103,TO_DESTINATION
308,3575,HAS_PURPOSE
308,3581,IN_YEAR
308,3606,HAS_EXPENDITURE
308,3607,HAS_EXPENDITURE
308,3608,HAS_EXPENDITURE
308,3609,HAS_EXPENDITURE
308,3610,HAS_EXPENDITURE
308,3611,HAS_EXPENDITURE
308,3615,HAS_EXPENDITURE
308,3616,HAS_EXPENDITURE
308,3617,HAS_EXPENDITURE
308,3618,HAS_EXPENDITURE
308,3619,HAS_EXPENDITURE
308,3620,HAS_EXPENDITURE
308,3621,HAS_EXPENDITURE
308,3622,HAS_EXPENDITURE
308,3623,HAS_EXPENDITURE
309,46,TO_DESTINATION
309,75,TO_DESTINATION
309,104,TO_DESTINATION
309,3575,HAS_PURPOSE
309,3581,IN_YEAR
309,3606,HAS_EXPENDITURE
309,3607,HAS_EXPENDITURE
309,3608,HAS_EXPENDITURE
309,3609,HAS_EXPENDITURE
309,3610,HAS_EXPENDITURE
309,3611,HAS_EXPENDITURE
309,3612,HAS_EXPENDITURE
309,3613,HAS_EXPENDITURE
309,3614,HAS_EXPENDITURE
309,3615,HAS_EXPENDITURE
309,3616,HAS_EXPENDITURE
309,3617,HAS_EXPENDITURE
309,3618,HAS_EXPENDITURE
309,3619,HAS_EXPENDITURE
309,3620,HAS_EXPENDITURE
309,3621,HAS_EXPENDITURE
309,3622,HAS_EXPENDITURE
309,3623,HAS_EXPENDITURE
310,47,TO_DESTINATION
310,76,TO_DESTINATION
310,105,TO_DESTINATION
310,3575,HAS_PURPOSE
310,3581,IN_YEAR
310,3606,HAS_EXPENDITURE
310,3607,HAS_EXPENDITURE
310,3608,HAS_EXPENDITURE
310,3609,HAS_EXPENDITURE
310,3610,HAS_EXPENDITURE
310,3611,HAS_EXPENDITURE
310,3612,HAS_EXPENDITURE
310,3613,HAS_EXPENDITURE
310,3614,HAS_EXPENDITURE
310,3615,HAS_EXPENDITURE
310,3616,HAS_EXPENDITURE
310,3617,HAS_EXPENDITURE
310,3618,HAS_EXPENDITURE
310,3619,HAS_EXPENDITURE
310,3620,HAS_EXPENDITURE
310,3621,HAS_EXPENDITURE
310,3622,HAS_EXPENDITURE
310,3623,HAS_EXPENDITURE
311,48,TO_DESTINATION
311,77,TO_DESTINATION
311,106,TO_DESTINATION
311,3575,HAS_PURPOSE
311,3581,IN_YEAR
311,3606,HAS_EXPENDITURE
311,3607,HAS_EXPENDITURE
311,3608,HAS_EXPENDITURE
311,3609,HAS_EXPENDITURE
311,3610,HAS_EXPENDITURE
311,3611,HAS_EXPENDITURE
311,3612,HAS_EXPENDITURE
311,3613,HAS_EXPENDITURE
311,3614,HAS_EXPENDITURE
311,3615,HAS_EXPENDITURE
311,3616,HAS_EXPENDITURE
311,3617,HAS_EXPENDITURE
311,3618,HAS_EXPENDITURE
311,3619,HAS_EXPENDITURE
311,3620,HAS_EXPENDITURE
311,3621,HAS_EXPENDITURE
311,3622,HAS_EXPENDITURE
311,3623,HAS_EXPENDITURE
312,49,TO_DESTINATION
312,78,TO_DESTINATION
312,107,TO_DESTINATION
312,3575,HAS_PURPOSE
312,3581,IN_YEAR
312,3606,HAS_EXPENDITURE
312,3607,HAS_EXPENDITURE
312,3608,HAS_EXPENDITURE
312,3609,HAS_EXPENDITURE
312,3610,HAS_EXPENDITURE
312,3611,HAS_EXPENDITURE
312,3615,HAS_EXPENDITURE
312,3616,HAS_EXPENDITURE
312,3617,HAS_EXPENDITURE
312,3618,HAS_EXPENDITURE
312,3619,HAS_EXPENDITURE
312,3620,HAS_EXPENDITURE
312,3621,HAS_EXPENDITURE
312,3622,HAS_EXPENDITURE
312,3623,HAS_EXPENDITURE
313,50,TO_DESTINATION
313,79,TO_DESTINATION
313,108,TO_DESTINATION
313,3575,HAS_PURPOSE
313,3581,IN_YEAR
313,3606,HAS_EXPENDITURE
313,3607,HAS_EXPENDITURE
313,3608,HAS_EXPENDITURE
313,3609,HAS_EXPENDITURE
313,3610,HAS_EXPENDITURE
313,3611,HAS_EXPENDITURE
313,3612,HAS_EXPENDITURE
313,3613,HAS_EXPENDITURE
313,3614,HAS_EXPENDITURE
313,3615,HAS_EXPENDITURE
313,3616,HAS_EXPENDITURE
313,3617,HAS_EXPENDITURE
313,3618,HAS_EXPENDITURE
313,3619,HAS_EXPENDITURE
313,3620,HAS_EXPENDITURE
313,3621,HAS_EXPENDITURE
313,3622,HAS_EXPENDITURE
313,3623,HAS_EXPENDITURE
314,51,TO_DESTINATION
314,80,TO_DESTINATION
314,109,TO_DESTINATION
314,3575,HAS_PURPOSE
314,3581,IN_YEAR
314,3606,HAS_EXPENDITURE
314,3607,HAS_EXPENDITURE
314,3608,HAS_EXPENDITURE
314,3609,HAS_EXPENDITURE
314,3610,HAS_EXPENDITURE
314,3611,HAS_EXPENDITURE
314,3612,HAS_EXPENDITURE
314,3613,HAS_EXPENDITURE
314,3614,HAS_EXPENDITURE
314,3615,HAS_EXPENDITURE
314,3616,HAS_EXPENDITURE
314,3617,HAS_EXPENDITURE
314,3618,HAS_EXPENDITURE
314,3619,HAS_EXPENDITURE
314,3620,HAS_EXPENDITURE
314,3621,HAS_EXPENDITURE
314,3622,HAS_EXPENDITURE
314,3623,HAS_EXPENDITURE
315,52,TO_DESTINATION
315,81,TO_DESTINATION
315,110,TO_DESTINATION
315,3575,HAS_PURPOSE
315,3581,IN_YEAR
315,3606,HAS_EXPENDITURE
315,3607,HAS_EXPENDITURE
315,3608,HAS_EXPENDITURE
315,3609,HAS_EXPENDITURE
315,3610,HAS_EXPENDITURE
315,3611,HAS_EXPENDITURE
315,3612,HAS_EXPENDITURE
315,3613,HAS_EXPENDITURE
315,3614,HAS_EXPENDITURE
315,3615,HAS_EXPENDITURE
315,3616,HAS_EXPENDITURE
315,3617,HAS_EXPENDITURE
315,3618,HAS_EXPENDITURE
315,3619,HAS_EXPENDITURE
315,3620,HAS_EXPENDITURE
315,3621,HAS_EXPENDITURE
315,3622,HAS_EXPENDITURE
315,3623,HAS_EXPENDITURE
316,53,TO_DESTINATION
316,82,TO_DESTINATION
316,111,TO_DESTINATION
316,3575,HAS_PURPOSE
316,3581,IN_YEAR
316,3606,HAS_EXPENDITURE
316,3607,HAS_EXPENDITURE
316,3608,HAS_EXPENDITURE
316,3609,HAS_EXPENDITURE
316,3610,HAS_EXPENDITURE
316,3611,HAS_EXPENDITURE
316,3612,HAS_EXPENDITURE
316,3613,HAS_EXPENDITURE
316,3614,HAS_EXPENDITURE
316,3615,HAS_EXPENDITURE
316,3616,HAS_EXPENDITURE
316,3617,HAS_EXPENDITURE
316,3618,HAS_EXPENDITURE
316,3619,HAS_EXPENDITURE
316,3620,HAS_EXPENDITURE
316,3621,HAS_EXPENDITURE
316,3622,HAS_EXPENDITURE
316,3623,HAS_EXPENDITURE
317,54,TO_DESTINATION
317,83,TO_DESTINATION
317,112,TO_DESTINATION
317,3575,HAS_PURPOSE
317,3581,IN_YEAR
317,3606,HAS_EXPENDITURE
317,3607,HAS_EXPENDITURE
317,3608,HAS_EXPENDITURE
317,3609,HAS_EXPENDITURE
317,3610,HAS_EXPENDITURE
317,3611,HAS_EXPENDITURE
317,3615,HAS_EXPENDITURE
317,3616,HAS_EXPENDITURE
317,3617,HAS_EXPENDITURE
317,3618,HAS_EXPENDITURE
317,3619,HAS_EXPENDITURE
317,3620,HAS_EXPENDITURE
317,3621,HAS_EXPENDITURE
317,3622,HAS_EXPENDITURE
317,3623,HAS_EXPENDITURE
318,55,TO_DESTINATION
318,84,TO_DESTINATION
318,113,TO_DESTINATION
318,3575,HAS_PURPOSE
318,3581,IN_YEAR
318,3606,HAS_EXPENDITURE
318,3607,HAS_EXPENDITURE
318,3608,HAS_EXPENDITURE
318,3609,HAS_EXPENDITURE
318,3610,HAS_EXPENDITURE
318,3611,HAS_EXPENDITURE
318,3615,HAS_EXPENDITURE
318,3616,HAS_EXPENDITURE
318,3617,HAS_EXPENDITURE
318,3618,HAS_EXPENDITURE
318,3619,HAS_EXPENDITURE
318,3620,HAS_EXPENDITURE
318,3621,HAS_EXPENDITURE
318,3622,HAS_EXPENDITURE
318,3623,HAS_EXPENDITURE
319,56,TO_DESTINATION
319,85,TO_DESTINATION
319,114,TO_DESTINATION
319,3575,HAS_PURPOSE
319,3581,IN_YEAR
319,3606,HAS_EXPENDITURE
319,3607,HAS_EXPENDITURE
319,3608,HAS_EXPENDITURE
319,3609,HAS_EXPENDITURE
319,3610,HAS_EXPENDITURE
319,3611,HAS_EXPENDITURE
319,3612,HAS_EXPENDITURE
319,3613,HAS_EXPENDITURE
319,3614,HAS_EXPENDITURE
319,3615,HAS_EXPENDITURE
319,3616,HAS_EXPENDITURE
319,3617,HAS_EXPENDITURE
319,3618,HAS_EXPENDITURE
319,3619,HAS_EXPENDITURE
319,3620,HAS_EXPENDITURE
319,3621,HAS_EXPENDITURE
319,3622,HAS_EXPENDITURE
319,3623,HAS_EXPENDITURE
320,58,TO_DESTINATION
320,87,TO_DESTINATION
320,116,TO_DESTINATION
320,3575,HAS_PURPOSE
320,3581,IN_YEAR
320,3606,HAS_EXPENDITURE
320,3607,HAS_EXPENDITURE
320,3608,HAS_EXPENDITURE
320,3609,HAS_EXPENDITURE
320,3610,HAS_EXPENDITURE
320,3611,HAS_EXPENDITURE
320,3612,HAS_EXPENDITURE
320,3613,HAS_EXPENDITURE
320,3614,HAS_EXPENDITURE
320,3615,HAS_EXPENDITURE
320,3616,HAS_EXPENDITURE
320,3617,HAS_EXPENDITURE
320,3618,HAS_EXPENDITURE
320,3619,HAS_EXPENDITURE
320,3620,HAS_EXPENDITURE
320,3621,HAS_EXPENDITURE
320,3622,HAS_EXPENDITURE
320,3623,HAS_EXPENDITURE
321,60,TO_DESTINATION
321,89,TO_DESTINATION
321,118,TO_DESTINATION
321,3575,HAS_PURPOSE
321,3581,IN_YEAR
321,3606,HAS_EXPENDITURE
321,3607,HAS_EXPENDITURE
321,3608,HAS_EXPENDITURE
321,3609,HAS_EXPENDITURE
321,3610,HAS_EXPENDITURE
321,3611,HAS_EXPENDITURE
321,3612,HAS_EXPENDITURE
321,3613,HAS_EXPENDITURE
321,3614,HAS_EXPENDITURE
321,3615,HAS_EXPENDITURE
321,3616,HAS_EXPENDITURE
321,3617,HAS_EXPENDITURE
321,3618,HAS_EXPENDITURE
321,3619,HAS_EXPENDITURE
321,3620,HAS_EXPENDITURE
321,3621,HAS_EXPENDITURE
321,3622,HAS_EXPENDITURE
321,3623,HAS_EXPENDITURE
322,61,TO_DESTINATION
322,90,TO_DESTINATION
322,119,TO_DESTINATION
322,3575,HAS_PURPOSE
322,3581,IN_YEAR
322,3606,HAS_EXPENDITURE
322,3607,HAS_EXPENDITURE
322,3608,HAS_EXPENDITURE
322,3609,HAS_EXPENDITURE
322,3610,HAS_EXPENDITURE
322,3611,HAS_EXPENDITURE
322,3612,HAS_EXPENDITURE
322,3613,HAS_EXPENDITURE
322,3614,HAS_EXPENDITURE
322,3615,HAS_EXPENDITURE
322,3616,HAS_EXPENDITURE
322,3617,HAS_EXPENDITURE
322,3618,HAS_EXPENDITURE
322,3619,HAS_EXPENDITURE
322,3620,HAS_EXPENDITURE
322,3621,HAS_EXPENDITURE
322,3622,HAS_EXPENDITURE
322,3623,HAS_EXPENDITURE
323,62,TO_DESTINATION
323,91,TO_DESTINATION
323,120,TO_DESTINATION
323,3575,HAS_PURPOSE
323,3581,IN_YEAR
323,3606,HAS_EXPENDITURE
323,3607,HAS_EXPENDITURE
323,3608,HAS_EXPENDITURE
323,3609,HAS_EXPENDITURE
323,3610,HAS_EXPENDITURE
323,3611,HAS_EXPENDITURE
323,3612,HAS_EXPENDITURE
323,3613,HAS_EXPENDITURE
323,3614,HAS_EXPENDITURE
323,3615,HAS_EXPENDITURE
323,3616,HAS_EXPENDITURE
323,3617,HAS_EXPENDITURE
323,3618,HAS_EXPENDITURE
323,3619,HAS_EXPENDITURE
323,3620,HAS_EXPENDITURE
323,3621,HAS_EXPENDITURE
323,3622,HAS_EXPENDITURE
323,3623,HAS_EXPENDITURE
324,63,TO_DESTINATION
324,121,TO_DESTINATION
324,3575,HAS_PURPOSE
324,3581,IN_YEAR
324,3606,HAS_EXPENDITURE
324,3607,HAS_EXPENDITURE
324,3608,HAS_EXPENDITURE
324,3609,HAS_EXPENDITURE
324,3610,HAS_EXPENDITURE
324,3611,HAS_EXPENDITURE
324,3612,HAS_EXPENDITURE
324,3613,HAS_EXPENDITURE
324,3614,HAS_EXPENDITURE
324,3615,HAS_EXPENDITURE
324,3616,HAS_EXPENDITURE
324,3617,HAS_EXPENDITURE
324,3618,HAS_EXPENDITURE
324,3619,HAS_EXPENDITURE
324,3620,HAS_EXPENDITURE
324,3621,HAS_EXPENDITURE
324,3622,HAS_EXPENDITURE
324,3623,HAS_EXPENDITURE
325,64,TO_DESTINATION
325,93,TO_DESTINATION
325,122,TO_DESTINATION
325,3575,HAS_PURPOSE
325,3581,IN_YEAR
325,3606,HAS_EXPENDITURE
325,3607,HAS_EXPENDITURE
325,3608,HAS_EXPENDITURE
325,3609,HAS_EXPENDITURE
325,3610,HAS_EXPENDITURE
325,3611,HAS_EXPENDITURE
325,3612,HAS_EXPENDITURE
325,3613,HAS_EXPENDITURE
325,3614,HAS_EXPENDITURE
325,3615,HAS_EXPENDITURE
325,3616,HAS_EXPENDITURE
325,3617,HAS_EXPENDITURE
325,3618,HAS_EXPENDITURE
325,3619,HAS_EXPENDITURE
325,3620,HAS_EXPENDITURE
325,3621,HAS_EXPENDITURE
325,3622,HAS_EXPENDITURE
325,3623,HAS_EXPENDITURE
326,65,TO_DESTINATION
326,94,TO_DESTINATION
326,123,TO_DESTINATION
326,3575,HAS_PURPOSE
326,3581,IN_YEAR
326,3606,HAS_EXPENDITURE
326,3607,HAS_EXPENDITURE
326,3608,HAS_EXPENDITURE
326,3609,HAS_EXPENDITURE
326,3610,HAS_EXPENDITURE
326,3611,HAS_EXPENDITURE
326,3615,HAS_EXPENDITURE
326,3616,HAS_EXPENDITURE
326,3617,HAS_EXPENDITURE
326,3618,HAS_EXPENDITURE
326,3619,HAS_EXPENDITURE
326,3620,HAS_EXPENDITURE
326,3621,HAS_EXPENDITURE
326,3622,HAS_EXPENDITURE
326,3623,HAS_EXPENDITURE
327,86,TO_DESTINATION
327,115,TO_DESTINATION
327,3575,HAS_PURPOSE
327,3581,IN_YEAR
327,3606,HAS_EXPENDITURE
327,3607,HAS_EXPENDITURE
327,3608,HAS_EXPENDITURE
327,3609,HAS_EXPENDITURE
327,3610,HAS_EXPENDITURE
327,3611,HAS_EXPENDITURE
327,3612,HAS_EXPENDITURE
327,3613,HAS_EXPENDITURE
327,3614,HAS_EXPENDITURE
327,3615,HAS_EXPENDITURE
327,3616,HAS_EXPENDITURE
327,3617,HAS_EXPENDITURE
327,3618,HAS_EXPENDITURE
327,3619,HAS_EXPENDITURE
327,3620,HAS_EXPENDITURE
327,3621,HAS_EXPENDITURE
327,3622,HAS_EXPENDITURE
327,3623,HAS_EXPENDITURE
328,88,TO_DESTINATION
328,117,TO_DESTINATION
328,3575,HAS_PURPOSE
328,3581,IN_YEAR
328,3606,HAS_EXPENDITURE
328,3607,HAS_EXPENDITURE
328,3608,HAS_EXPENDITURE
328,3609,HAS_EXPENDITURE
328,3610,HAS_EXPENDITURE
328,3611,HAS_EXPENDITURE
328,3615,HAS_EXPENDITURE
328,3616,HAS_EXPENDITURE
328,3617,HAS_EXPENDITURE
328,3618,HAS_EXPENDITURE
328,3619,HAS_EXPENDITURE
328,3620,HAS_EXPENDITURE
328,3621,HAS_EXPENDITURE
328,3622,HAS_EXPENDITURE
328,3623,HAS_EXPENDITURE
329,37,TO_DESTINATION
329,66,TO_DESTINATION
329,95,TO_DESTINATION
329,3575,HAS_PURPOSE
329,3581,IN_YEAR
329,3606,HAS_EXPENDITURE
329,3607,HAS_EXPENDITURE
329,3608,HAS_EXPENDITURE
329,3609,HAS_EXPENDITURE
329,3610,HAS_EXPENDITURE
329,3611,HAS_EXPENDITURE
329,3615,HAS_EXPENDITURE
329,3616,HAS_EXPENDITURE
329,3617,HAS_EXPENDITURE
329,3618,HAS_EXPENDITURE
329,3619,HAS_EXPENDITURE
329,3620,HAS_EXPENDITURE
329,3621,HAS_EXPENDITURE
329,3622,HAS_EXPENDITURE
329,3623,HAS_EXPENDITURE
330,38,TO_DESTINATION
330,67,TO_DESTINATION
330,96,TO_DESTINATION
330,3575,HAS_PURPOSE
