head,relation,tail
458,IN_YEAR,2012
459,IN_YEAR,2012
460,IN_YEAR,2012
461,IN_YEAR,2012
462,IN_YEAR,2012
463,IN_YEAR,2012
464,IN_YEAR,2012
465,IN_YEAR,2012
466,IN_YEAR,2012
467,IN_YEAR,2012
468,IN_YEAR,2012
469,IN_YEAR,2012
470,IN_YEAR,2012
471,IN_YEAR,2012
472,IN_YEAR,2012
473,IN_YEAR,2012
474,IN_YEAR,2013
475,IN_YEAR,2013
476,IN_YEAR,2013
477,IN_YEAR,2013
478,IN_YEAR,2013
479,IN_YEAR,2013
480,IN_YEAR,2013
481,IN_YEAR,2013
482,IN_YEAR,2013
483,IN_YEAR,2013
484,IN_YEAR,2013
485,IN_YEAR,2013
486,IN_YEAR,2013
487,IN_YEAR,2013
488,IN_YEAR,2013
489,IN_YEAR,2013
490,IN_YEAR,2013
491,IN_YEAR,2013
492,IN_YEAR,2013
493,IN_YEAR,2013
494,IN_YEAR,2013
495,IN_YEAR,2013
496,IN_YEAR,2013
497,IN_YEAR,2013
498,IN_YEAR,2013
499,IN_YEAR,2013
500,IN_YEAR,2013
501,IN_YEAR,2013
502,IN_YEAR,2013
503,IN_YEAR,2013
504,IN_YEAR,2013
505,IN_YEAR,2013
506,IN_YEAR,2013
507,IN_YEAR,2013
508,IN_YEAR,2013
509,IN_YEAR,2013
510,IN_YEAR,2013
511,IN_YEAR,2013
512,IN_YEAR,2013
513,IN_YEAR,2013
514,IN_YEAR,2013
515,IN_YEAR,2013
516,IN_YEAR,2013
517,IN_YEAR,2013
518,IN_YEAR,2013
519,IN_YEAR,2013
520,IN_YEAR,2013
521,IN_YEAR,2013
522,IN_YEAR,2013
523,IN_YEAR,2013
524,IN_YEAR,2013
525,IN_YEAR,2013
526,IN_YEAR,2013
527,IN_YEAR,2013
528,IN_YEAR,2013
529,IN_YEAR,2013
530,IN_YEAR,2013
531,IN_YEAR,2013
532,IN_YEAR,2013
533,IN_YEAR,2013
534,IN_YEAR,2013
535,IN_YEAR,2013
536,IN_YEAR,2013
537,IN_YEAR,2013
538,IN_YEAR,2013
539,IN_YEAR,2013
540,IN_YEAR,2013
541,IN_YEAR,2013
542,IN_YEAR,2013
543,IN_YEAR,2013
544,IN_YEAR,2013
545,IN_YEAR,2013
546,IN_YEAR,2013
547,IN_YEAR,2013
548,IN_YEAR,2013
549,IN_YEAR,2013
550,IN_YEAR,2013
551,IN_YEAR,2013
552,IN_YEAR,2013
553,IN_YEAR,2013
554,IN_YEAR,2013
555,IN_YEAR,2013
556,IN_YEAR,2013
557,IN_YEAR,2013
558,IN_YEAR,2013
559,IN_YEAR,2013
560,IN_YEAR,2013
561,IN_YEAR,2013
562,IN_YEAR,2013
563,IN_YEAR,2013
564,IN_YEAR,2013
565,IN_YEAR,2013
566,IN_YEAR,2013
567,IN_YEAR,2013
568,IN_YEAR,2013
569,IN_YEAR,2013
570,IN_YEAR,2013
571,IN_YEAR,2013
572,IN_YEAR,2013
573,IN_YEAR,2013
574,IN_YEAR,2013
575,IN_YEAR,2013
576,IN_YEAR,2013
577,IN_YEAR,2013
578,IN_YEAR,2013
579,IN_YEAR,2013
580,IN_YEAR,2013
581,IN_YEAR,2013
582,IN_YEAR,2013
583,IN_YEAR,2013
584,IN_YEAR,2013
585,IN_YEAR,2013
586,IN_YEAR,2013
587,IN_YEAR,2013
588,IN_YEAR,2013
589,IN_YEAR,2013
590,IN_YEAR,2013
591,IN_YEAR,2013
592,IN_YEAR,2013
593,IN_YEAR,2013
594,IN_YEAR,2013
595,IN_YEAR,2013
596,IN_YEAR,2013
597,IN_YEAR,2013
598,IN_YEAR,2013
599,IN_YEAR,2013
600,IN_YEAR,2013
601,IN_YEAR,2013
602,IN_YEAR,2013
603,IN_YEAR,2013
604,IN_YEAR,2013
605,IN_YEAR,2013
606,IN_YEAR,2013
607,IN_YEAR,2013
608,IN_YEAR,2013
609,IN_YEAR,2013
610,IN_YEAR,2013
611,IN_YEAR,2013
612,IN_YEAR,2013
613,IN_YEAR,2013
614,IN_YEAR,2013
615,IN_YEAR,2013
616,IN_YEAR,2013
617,IN_YEAR,2013
618,IN_YEAR,2013
619,IN_YEAR,2013
620,IN_YEAR,2013
621,IN_YEAR,2013
622,IN_YEAR,2013
623,IN_YEAR,2013
624,IN_YEAR,2013
625,IN_YEAR,2013
626,IN_YEAR,2013
627,IN_YEAR,2013
628,IN_YEAR,2013
629,IN_YEAR,2013
630,IN_YEAR,2013
631,IN_YEAR,2013
632,IN_YEAR,2013
633,IN_YEAR,2013
634,IN_YEAR,2013
635,IN_YEAR,2013
636,IN_YEAR,2013
637,IN_YEAR,2013
638,IN_YEAR,2013
639,IN_YEAR,2013
640,IN_YEAR,2013
641,IN_YEAR,2013
642,IN_YEAR,2013
643,IN_YEAR,2013
644,IN_YEAR,2013
645,IN_YEAR,2013
646,IN_YEAR,2013
647,IN_YEAR,2013
648,IN_YEAR,2013
649,IN_YEAR,2013
650,IN_YEAR,2013
651,IN_YEAR,2013
652,IN_YEAR,2013
653,IN_YEAR,2013
654,IN_YEAR,2013
655,IN_YEAR,2013
656,IN_YEAR,2013
657,IN_YEAR,2013
658,IN_YEAR,2013
659,IN_YEAR,2013
660,IN_YEAR,2013
661,IN_YEAR,2013
662,IN_YEAR,2013
663,IN_YEAR,2013
664,IN_YEAR,2013
665,IN_YEAR,2013
666,IN_YEAR,2013
667,IN_YEAR,2013
668,IN_YEAR,2013
669,IN_YEAR,2013
670,IN_YEAR,2013
671,IN_YEAR,2013
672,IN_YEAR,2013
673,IN_YEAR,2013
674,IN_YEAR,2013
675,IN_YEAR,2013
676,IN_YEAR,2013
677,IN_YEAR,2013
678,IN_YEAR,2013
679,IN_YEAR,2013
680,IN_YEAR,2013
681,IN_YEAR,2013
682,IN_YEAR,2013
683,IN_YEAR,2013
684,IN_YEAR,2013
685,IN_YEAR,2013
686,IN_YEAR,2013
687,IN_YEAR,2013
688,IN_YEAR,2013
689,IN_YEAR,2013
690,IN_YEAR,2013
691,IN_YEAR,2013
692,IN_YEAR,2013
693,IN_YEAR,2013
694,IN_YEAR,2013
695,IN_YEAR,2013
696,IN_YEAR,2013
697,IN_YEAR,2013
698,IN_YEAR,2013
699,IN_YEAR,2013
700,IN_YEAR,2013
701,IN_YEAR,2013
702,IN_YEAR,2013
703,IN_YEAR,2013
704,IN_YEAR,2013
705,IN_YEAR,2013
706,IN_YEAR,2013
707,IN_YEAR,2013
708,IN_YEAR,2013
709,IN_YEAR,2013
710,IN_YEAR,2013
711,IN_YEAR,2013
712,IN_YEAR,2013
713,IN_YEAR,2013
714,IN_YEAR,2013
715,IN_YEAR,2013
716,IN_YEAR,2013
717,IN_YEAR,2013
718,IN_YEAR,2013
719,IN_YEAR,2013
720,IN_YEAR,2013
721,IN_YEAR,2013
722,IN_YEAR,2013
723,IN_YEAR,2013
724,IN_YEAR,2013
725,IN_YEAR,2013
726,IN_YEAR,2013
727,IN_YEAR,2013
728,IN_YEAR,2013
729,IN_YEAR,2013
730,IN_YEAR,2013
731,IN_YEAR,2013
732,IN_YEAR,2013
733,IN_YEAR,2013
734,IN_YEAR,2013
735,IN_YEAR,2013
736,IN_YEAR,2013
737,IN_YEAR,2013
738,IN_YEAR,2013
739,IN_YEAR,2013
740,IN_YEAR,2013
741,IN_YEAR,2013
742,IN_YEAR,2013
743,IN_YEAR,2013
744,IN_YEAR,2013
745,IN_YEAR,2013
746,IN_YEAR,2013
747,IN_YEAR,2013
748,IN_YEAR,2013
749,IN_YEAR,2013
750,IN_YEAR,2013
751,IN_YEAR,2013
752,IN_YEAR,2013
753,IN_YEAR,2014
754,IN_YEAR,2014
755,IN_YEAR,2014
756,IN_YEAR,2014
757,IN_YEAR,2014
758,IN_YEAR,2014
759,IN_YEAR,2014
760,IN_YEAR,2014
761,IN_YEAR,2014
762,IN_YEAR,2014
763,IN_YEAR,2014
764,IN_YEAR,2014
765,IN_YEAR,2014
766,IN_YEAR,2014
767,IN_YEAR,2014
768,IN_YEAR,2014
769,IN_YEAR,2014
770,IN_YEAR,2014
771,IN_YEAR,2014
772,IN_YEAR,2014
773,IN_YEAR,2014
774,IN_YEAR,2014
775,IN_YEAR,2014
776,IN_YEAR,2014
777,IN_YEAR,2014
778,IN_YEAR,2014
779,IN_YEAR,2014
780,IN_YEAR,2014
781,IN_YEAR,2014
782,IN_YEAR,2014
783,IN_YEAR,2014
784,IN_YEAR,2014
785,IN_YEAR,2014
786,IN_YEAR,2014
787,IN_YEAR,2014
788,IN_YEAR,2014
