freq,sex,purpose,duration,unit,geo,year,value
A,DOM,PER,N1-3,F,NR,2012,3155661.0
A,DOM,PER,N1-3,F,NR,2012,756712.0
A,DOM,PER,N1-3,F,NR,2012,1029215.0
A,DOM,PER,N1-3,F,NR,2012,2156668.0
A,DOM,PER,N1-3,F,NR,2012,562933.0
A,DOM,PER,N1-3,F,NR,2012,9846620.0
A,DOM,PER,N1-3,F,NR,2012,43068966.0
A,DOM,PER,N1-3,F,NR,2012,9028459.0
A,DOM,PER,N1-3,F,NR,2012,188673711.0
A,DOM,PER,N1-3,F,NR,2012,778373.0
A,DOM,PER,N1-3,F,NR,2012,1354127.0
A,DOM,PER,N1-3,F,NR,2012,42185413.0
A,DOM,PER,N1-3,F,NR,2012,239929607.0
A,DOM,PER,N1-3,F,NR,2012,10781557.0
A,DOM,PER,N1-3,F,NR,2012,51077710.0
A,DOM,PER,N1-3,F,NR,2012,1354930.0
A,DOM,PER,N1-3,F,NR,2012,5552625.0
A,DOM,PER,N1-3,F,NR,2012,2825631.0
A,DOM,PER,N1-3,F,NR,2012,11099479.0
A,DOM,PER,N1-3,F,NR,2012,924391.0
A,DOM,PER,N1-3,F,NR,2012,17357.0
A,DOM,PER,N1-3,F,NR,2012,1785935.0
A,DOM,PER,N1-3,F,NR,2012,79812.0
A,DOM,PER,N1-3,F,NR,2012,10701192.0
A,DOM,PER,N1-3,F,NR,2012,11821378.0
A,DOM,PER,N1-3,F,NR,2012,4480982.0
A,DOM,PER,N1-3,F,NR,2012,4851277.0
A,DOM,PER,N1-3,F,NR,2012,725907.0
A,DOM,PER,N1-3,F,NR,2012,956643.0
A,DOM,PER,N1-3,F,NR,2012,34691321.0
A,DOM,PER,N1-3,M,NR,2012,2621451.0
A,DOM,PER,N1-3,M,NR,2012,733169.0
A,DOM,PER,N1-3,M,NR,2012,912071.0
A,DOM,PER,N1-3,M,NR,2012,1748452.0
A,DOM,PER,N1-3,M,NR,2012,511631.0
A,DOM,PER,N1-3,M,NR,2012,8782282.0
A,DOM,PER,N1-3,M,NR,2012,41839098.0
A,DOM,PER,N1-3,M,NR,2012,8314450.0
A,DOM,PER,N1-3,M,NR,2012,182716271.0
A,DOM,PER,N1-3,M,NR,2012,575595.0
A,DOM,PER,N1-3,M,NR,2012,1304800.0
A,DOM,PER,N1-3,M,NR,2012,41354165.0
A,DOM,PER,N1-3,M,NR,2012,231334824.0
A,DOM,PER,N1-3,M,NR,2012,10701781.0
A,DOM,PER,N1-3,M,NR,2012,50013124.0
A,DOM,PER,N1-3,M,NR,2012,1673162.0
A,DOM,PER,N1-3,M,NR,2012,4851686.0
A,DOM,PER,N1-3,M,NR,2012,2163962.0
A,DOM,PER,N1-3,M,NR,2012,11815339.0
A,DOM,PER,N1-3,M,NR,2012,876597.0
A,DOM,PER,N1-3,M,NR,2012,20772.0
A,DOM,PER,N1-3,M,NR,2012,1483441.0
A,DOM,PER,N1-3,M,NR,2012,85823.0
A,DOM,PER,N1-3,M,NR,2012,8953887.0
A,DOM,PER,N1-3,M,NR,2012,11732579.0
A,DOM,PER,N1-3,M,NR,2012,4176076.0
A,DOM,PER,N1-3,M,NR,2012,4767647.0
A,DOM,PER,N1-3,M,NR,2012,878048.0
A,DOM,PER,N1-3,M,NR,2012,934350.0
A,DOM,PER,N1-3,M,NR,2012,31404702.0
A,DOM,PER,N1-3,T,NR,2012,5777112.0
A,DOM,PER,N1-3,T,NR,2012,1489881.0
A,DOM,PER,N1-3,T,NR,2012,1941286.0
A,DOM,PER,N1-3,T,NR,2012,3905121.0
A,DOM,PER,N1-3,T,NR,2012,1074564.0
A,DOM,PER,N1-3,T,NR,2012,18628902.0
A,DOM,PER,N1-3,T,NR,2012,84908064.0
A,DOM,PER,N1-3,T,NR,2012,17342909.0
A,DOM,PER,N1-3,T,NR,2012,371389983.0
A,DOM,PER,N1-3,T,NR,2012,1353968.0
A,DOM,PER,N1-3,T,NR,2012,2658927.0
A,DOM,PER,N1-3,T,NR,2012,83539578.0
A,DOM,PER,N1-3,T,NR,2012,471264431.0
A,DOM,PER,N1-3,T,NR,2012,21483338.0
A,DOM,PER,N1-3,T,NR,2012,101090835.0
A,DOM,PER,N1-3,T,NR,2012,3028091.0
A,DOM,PER,N1-3,T,NR,2012,10404311.0
A,DOM,PER,N1-3,T,NR,2012,4989593.0
A,DOM,PER,N1-3,T,NR,2012,22914818.0
A,DOM,PER,N1-3,T,NR,2012,1800988.0
A,DOM,PER,N1-3,T,NR,2012,38128.0
A,DOM,PER,N1-3,T,NR,2012,3269376.0
A,DOM,PER,N1-3,T,NR,2012,165635.0
A,DOM,PER,N1-3,T,NR,2012,19655079.0
A,DOM,PER,N1-3,T,NR,2012,23553957.0
A,DOM,PER,N1-3,T,NR,2012,8657057.0
A,DOM,PER,N1-3,T,NR,2012,9618923.0
A,DOM,PER,N1-3,T,NR,2012,1603955.0
A,DOM,PER,N1-3,T,NR,2012,1890993.0
A,DOM,PER,N1-3,T,NR,2012,66096023.0
A,DOM,PER,N_GE1,F,NR,2012,4871291.0
A,DOM,PER,N_GE1,F,NR,2012,1310191.0
A,DOM,PER,N_GE1,F,NR,2012,1572120.0
A,DOM,PER,N_GE1,F,NR,2012,3400448.0
A,DOM,PER,N_GE1,F,NR,2012,702209.0
A,DOM,PER,N_GE1,F,NR,2012,13805988.0
A,DOM,PER,N_GE1,F,NR,2012,67953220.0
A,DOM,PER,N_GE1,F,NR,2012,10755789.0
A,DOM,PER,N_GE1,F,NR,2012,300555634.0
A,DOM,PER,N_GE1,F,NR,2012,943926.0
A,DOM,PER,N_GE1,F,NR,2012,3249673.0
A,DOM,PER,N_GE1,F,NR,2012,59159624.0
A,DOM,PER,N_GE1,F,NR,2012,374458793.0
A,DOM,PER,N_GE1,F,NR,2012,13582647.0
A,DOM,PER,N_GE1,F,NR,2012,94154623.0
A,DOM,PER,N_GE1,F,NR,2012,2474030.0
A,DOM,PER,N_GE1,F,NR,2012,7556907.0
A,DOM,PER,N_GE1,F,NR,2012,3425546.0
A,DOM,PER,N_GE1,F,NR,2012,21569905.0
A,DOM,PER,N_GE1,F,NR,2012,1137412.0
A,DOM,PER,N_GE1,F,NR,2012,19836.0
A,DOM,PER,N_GE1,F,NR,2012,2022593.0
A,DOM,PER,N_GE1,F,NR,2012,97123.0
A,DOM,PER,N_GE1,F,NR,2012,14877487.0
A,DOM,PER,N_GE1,F,NR,2012,19881125.0
A,DOM,PER,N_GE1,F,NR,2012,6200914.0
A,DOM,PER,N_GE1,F,NR,2012,7729815.0
A,DOM,PER,N_GE1,F,NR,2012,926635.0
A,DOM,PER,N_GE1,F,NR,2012,1876747.0
A,DOM,PER,N_GE1,F,NR,2012,49000192.0
A,DOM,PER,N_GE1,M,NR,2012,4143902.0
A,DOM,PER,N_GE1,M,NR,2012,1175257.0
A,DOM,PER,N_GE1,M,NR,2012,1433990.0
A,DOM,PER,N_GE1,M,NR,2012,2824613.0
A,DOM,PER,N_GE1,M,NR,2012,633905.0
A,DOM,PER,N_GE1,M,NR,2012,12180964.0
A,DOM,PER,N_GE1,M,NR,2012,62123662.0
A,DOM,PER,N_GE1,M,NR,2012,9681610.0
A,DOM,PER,N_GE1,M,NR,2012,278956908.0
A,DOM,PER,N_GE1,M,NR,2012,660016.0
A,DOM,PER,N_GE1,M,NR,2012,3007654.0
A,DOM,PER,N_GE1,M,NR,2012,55925074.0
A,DOM,PER,N_GE1,M,NR,2012,347410453.0
A,DOM,PER,N_GE1,M,NR,2012,13188483.0
A,DOM,PER,N_GE1,M,NR,2012,87363204.0
A,DOM,PER,N_GE1,M,NR,2012,2637062.0
A,DOM,PER,N_GE1,M,NR,2012,6433835.0
A,DOM,PER,N_GE1,M,NR,2012,2683357.0
A,DOM,PER,N_GE1,M,NR,2012,21561146.0
A,DOM,PER,N_GE1,M,NR,2012,1067249.0
A,DOM,PER,N_GE1,M,NR,2012,23336.0
A,DOM,PER,N_GE1,M,NR,2012,1613107.0
A,DOM,PER,N_GE1,M,NR,2012,103255.0
A,DOM,PER,N_GE1,M,NR,2012,12648720.0
A,DOM,PER,N_GE1,M,NR,2012,18704982.0
A,DOM,PER,N_GE1,M,NR,2012,5644634.0
A,DOM,PER,N_GE1,M,NR,2012,7909573.0
A,DOM,PER,N_GE1,M,NR,2012,1048264.0
A,DOM,PER,N_GE1,M,NR,2012,1705621.0
A,DOM,PER,N_GE1,M,NR,2012,42532904.0
A,DOM,PER,N_GE1,T,NR,2012,9015192.0
A,DOM,PER,N_GE1,T,NR,2012,2485447.0
A,DOM,PER,N_GE1,T,NR,2012,3006110.0
A,DOM,PER,N_GE1,T,NR,2012,6225061.0
A,DOM,PER,N_GE1,T,NR,2012,1336115.0
A,DOM,PER,N_GE1,T,NR,2012,25986952.0
A,DOM,PER,N_GE1,T,NR,2012,130076882.0
A,DOM,PER,N_GE1,T,NR,2012,20437399.0
A,DOM,PER,N_GE1,T,NR,2012,579512541.0
A,DOM,PER,N_GE1,T,NR,2012,1603942.0
A,DOM,PER,N_GE1,T,NR,2012,6257327.0
A,DOM,PER,N_GE1,T,NR,2012,115084699.0
A,DOM,PER,N_GE1,T,NR,2012,721869246.0
A,DOM,PER,N_GE1,T,NR,2012,26771129.0
A,DOM,PER,N_GE1,T,NR,2012,181517827.0
A,DOM,PER,N_GE1,T,NR,2012,5111093.0
A,DOM,PER,N_GE1,T,NR,2012,13990742.0
A,DOM,PER,N_GE1,T,NR,2012,6108903.0
A,DOM,PER,N_GE1,T,NR,2012,43131050.0
A,DOM,PER,N_GE1,T,NR,2012,2204661.0
A,DOM,PER,N_GE1,T,NR,2012,43172.0
A,DOM,PER,N_GE1,T,NR,2012,3635701.0
A,DOM,PER,N_GE1,T,NR,2012,200378.0
A,DOM,PER,N_GE1,T,NR,2012,27526206.0
A,DOM,PER,N_GE1,T,NR,2012,38586107.0
A,DOM,PER,N_GE1,T,NR,2012,11845548.0
A,DOM,PER,N_GE1,T,NR,2012,15639388.0
A,DOM,PER,N_GE1,T,NR,2012,1974899.0
A,DOM,PER,N_GE1,T,NR,2012,3582368.0
A,DOM,PER,N_GE1,T,NR,2012,91533096.0
A,DOM,PER,N_GE4,F,NR,2012,1715630.0
A,DOM,PER,N_GE4,F,NR,2012,553479.0
A,DOM,PER,N_GE4,F,NR,2012,542905.0
A,DOM,PER,N_GE4,F,NR,2012,1243780.0
A,DOM,PER,N_GE4,F,NR,2012,139276.0
A,DOM,PER,N_GE4,F,NR,2012,3959368.0
A,DOM,PER,N_GE4,F,NR,2012,24884254.0
A,DOM,PER,N_GE4,F,NR,2012,1727329.0
A,DOM,PER,N_GE4,F,NR,2012,111881922.0
A,DOM,PER,N_GE4,F,NR,2012,165553.0
A,DOM,PER,N_GE4,F,NR,2012,1895546.0
A,DOM,PER,N_GE4,F,NR,2012,16974211.0
A,DOM,PER,N_GE4,F,NR,2012,134529185.0
A,DOM,PER,N_GE4,F,NR,2012,2801089.0
A,DOM,PER,N_GE4,F,NR,2012,43076913.0
A,DOM,PER,N_GE4,F,NR,2012,1119101.0
A,DOM,PER,N_GE4,F,NR,2012,2004282.0
A,DOM,PER,N_GE4,F,NR,2012,599915.0
A,DOM,PER,N_GE4,F,NR,2012,10470426.0
A,DOM,PER,N_GE4,F,NR,2012,213020.0
A,DOM,PER,N_GE4,F,NR,2012,236658.0
A,DOM,PER,N_GE4,F,NR,2012,17312.0
A,DOM,PER,N_GE4,F,NR,2012,4176294.0
A,DOM,PER,N_GE4,F,NR,2012,8059747.0
A,DOM,PER,N_GE4,F,NR,2012,1719932.0
A,DOM,PER,N_GE4,F,NR,2012,2878539.0
A,DOM,PER,N_GE4,F,NR,2012,200728.0
A,DOM,PER,N_GE4,F,NR,2012,920104.0
A,DOM,PER,N_GE4,F,NR,2012,14308871.0
A,DOM,PER,N_GE4,M,NR,2012,1522451.0
A,DOM,PER,N_GE4,M,NR,2012,442087.0
A,DOM,PER,N_GE4,M,NR,2012,521919.0
A,DOM,PER,N_GE4,M,NR,2012,1076161.0
A,DOM,PER,N_GE4,M,NR,2012,122275.0
A,DOM,PER,N_GE4,M,NR,2012,3398682.0
A,DOM,PER,N_GE4,M,NR,2012,20284564.0
A,DOM,PER,N_GE4,M,NR,2012,1367161.0
A,DOM,PER,N_GE4,M,NR,2012,96240636.0
A,DOM,PER,N_GE4,M,NR,2012,84421.0
A,DOM,PER,N_GE4,M,NR,2012,1702854.0
A,DOM,PER,N_GE4,M,NR,2012,14570910.0
A,DOM,PER,N_GE4,M,NR,2012,116075629.0
A,DOM,PER,N_GE4,M,NR,2012,2486702.0
A,DOM,PER,N_GE4,M,NR,2012,37350080.0
A,DOM,PER,N_GE4,M,NR,2012,963901.0
A,DOM,PER,N_GE4,M,NR,2012,1582149.0
A,DOM,PER,N_GE4,M,NR,2012,519395.0
A,DOM,PER,N_GE4,M,NR,2012,9745806.0
A,DOM,PER,N_GE4,M,NR,2012,190652.0
A,DOM,PER,N_GE4,M,NR,2012,129666.0
A,DOM,PER,N_GE4,M,NR,2012,17431.0
A,DOM,PER,N_GE4,M,NR,2012,3694832.0
A,DOM,PER,N_GE4,M,NR,2012,6972403.0
A,DOM,PER,N_GE4,M,NR,2012,1468558.0
A,DOM,PER,N_GE4,M,NR,2012,3141926.0
A,DOM,PER,N_GE4,M,NR,2012,170216.0
A,DOM,PER,N_GE4,M,NR,2012,771271.0
A,DOM,PER,N_GE4,M,NR,2012,11128202.0
A,DOM,PER,N_GE4,T,NR,2012,3238081.0
A,DOM,PER,N_GE4,T,NR,2012,995566.0
A,DOM,PER,N_GE4,T,NR,2012,1064823.0
A,DOM,PER,N_GE4,T,NR,2012,2319940.0
A,DOM,PER,N_GE4,T,NR,2012,261551.0
A,DOM,PER,N_GE4,T,NR,2012,7358050.0
A,DOM,PER,N_GE4,T,NR,2012,45168818.0
A,DOM,PER,N_GE4,T,NR,2012,3094490.0
A,DOM,PER,N_GE4,T,NR,2012,208122559.0
A,DOM,PER,N_GE4,T,NR,2012,249974.0
A,DOM,PER,N_GE4,T,NR,2012,3598400.0
A,DOM,PER,N_GE4,T,NR,2012,31545121.0
A,DOM,PER,N_GE4,T,NR,2012,250604815.0
A,DOM,PER,N_GE4,T,NR,2012,5287791.0
A,DOM,PER,N_GE4,T,NR,2012,80426993.0
A,DOM,PER,N_GE4,T,NR,2012,2083001.0
A,DOM,PER,N_GE4,T,NR,2012,3586431.0
A,DOM,PER,N_GE4,T,NR,2012,1119309.0
A,DOM,PER,N_GE4,T,NR,2012,20216232.0
A,DOM,PER,N_GE4,T,NR,2012,403672.0
A,DOM,PER,N_GE4,T,NR,2012,366324.0
A,DOM,PER,N_GE4,T,NR,2012,34743.0
A,DOM,PER,N_GE4,T,NR,2012,7871127.0
A,DOM,PER,N_GE4,T,NR,2012,15032150.0
A,DOM,PER,N_GE4,T,NR,2012,3188491.0
A,DOM,PER,N_GE4,T,NR,2012,6020465.0
A,DOM,PER,N_GE4,T,NR,2012,370944.0
A,DOM,PER,N_GE4,T,NR,2012,1691375.0
A,DOM,PER,N_GE4,T,NR,2012,25437073.0
A,DOM,PROF,N1-3,F,NR,2012,712724.0
A,DOM,PROF,N1-3,F,NR,2012,95235.0
A,DOM,PROF,N1-3,F,NR,2012,24435.0
A,DOM,PROF,N1-3,F,NR,2012,10619.0
A,DOM,PROF,N1-3,F,NR,2012,221917.0
A,DOM,PROF,N1-3,F,NR,2012,6533307.0
A,DOM,PROF,N1-3,F,NR,2012,323945.0
A,DOM,PROF,N1-3,F,NR,2012,18115861.0
A,DOM,PROF,N1-3,F,NR,2012,68399.0
A,DOM,PROF,N1-3,F,NR,2012,38199.0
A,DOM,PROF,N1-3,F,NR,2012,1531780.0
A,DOM,PROF,N1-3,F,NR,2012,21959854.0
A,DOM,PROF,N1-3,F,NR,2012,1187148.0
A,DOM,PROF,N1-3,F,NR,2012,4651594.0
A,DOM,PROF,N1-3,F,NR,2012,182968.0
A,DOM,PROF,N1-3,F,NR,2012,124341.0
A,DOM,PROF,N1-3,F,NR,2012,112735.0
A,DOM,PROF,N1-3,F,NR,2012,1913317.0
A,DOM,PROF,N1-3,F,NR,2012,123742.0
A,DOM,PROF,N1-3,F,NR,2012,40091.0
A,DOM,PROF,N1-3,F,NR,2012,383247.0
A,DOM,PROF,N1-3,F,NR,2012,890124.0
A,DOM,PROF,N1-3,F,NR,2012,192259.0
A,DOM,PROF,N1-3,F,NR,2012,24809.0
A,DOM,PROF,N1-3,F,NR,2012,28107.0
A,DOM,PROF,N1-3,F,NR,2012,308104.0
A,DOM,PROF,N1-3,F,NR,2012,3772146.0
A,DOM,PROF,N1-3,M,NR,2012,1004531.0
A,DOM,PROF,N1-3,M,NR,2012,112025.0
A,DOM,PROF,N1-3,M,NR,2012,47208.0
A,DOM,PROF,N1-3,M,NR,2012,17934.0
A,DOM,PROF,N1-3,M,NR,2012,571939.0
A,DOM,PROF,N1-3,M,NR,2012,22339647.0
A,DOM,PROF,N1-3,M,NR,2012,572390.0
A,DOM,PROF,N1-3,M,NR,2012,46909306.0
A,DOM,PROF,N1-3,M,NR,2012,79450.0
A,DOM,PROF,N1-3,M,NR,2012,111879.0
A,DOM,PROF,N1-3,M,NR,2012,4895327.0
A,DOM,PROF,N1-3,M,NR,2012,53692507.0
A,DOM,PROF,N1-3,M,NR,2012,2581324.0
A,DOM,PROF,N1-3,M,NR,2012,8546420.0
A,DOM,PROF,N1-3,M,NR,2012,567627.0
A,DOM,PROF,N1-3,M,NR,2012,167661.0
A,DOM,PROF,N1-3,M,NR,2012,175302.0
A,DOM,PROF,N1-3,M,NR,2012,4656991.0
A,DOM,PROF,N1-3,M,NR,2012,157945.0
A,DOM,PROF,N1-3,M,NR,2012,72166.0
A,DOM,PROF,N1-3,M,NR,2012,635300.0
A,DOM,PROF,N1-3,M,NR,2012,2155740.0
A,DOM,PROF,N1-3,M,NR,2012,442807.0
A,DOM,PROF,N1-3,M,NR,2012,46149.0
A,DOM,PROF,N1-3,M,NR,2012,460756.0
A,DOM,PROF,N1-3,M,NR,2012,11578549.0
A,DOM,PROF,N1-3,T,NR,2012,1717256.0
A,DOM,PROF,N1-3,T,NR,2012,207260.0
A,DOM,PROF,N1-3,T,NR,2012,71643.0
A,DOM,PROF,N1-3,T,NR,2012,418541.0
A,DOM,PROF,N1-3,T,NR,2012,28553.0
A,DOM,PROF,N1-3,T,NR,2012,793856.0
A,DOM,PROF,N1-3,T,NR,2012,28872955.0
A,DOM,PROF,N1-3,T,NR,2012,896335.0
A,DOM,PROF,N1-3,T,NR,2012,65025167.0
A,DOM,PROF,N1-3,T,NR,2012,147849.0
A,DOM,PROF,N1-3,T,NR,2012,150078.0
A,DOM,PROF,N1-3,T,NR,2012,6427107.0
A,DOM,PROF,N1-3,T,NR,2012,75652361.0
A,DOM,PROF,N1-3,T,NR,2012,3768472.0
A,DOM,PROF,N1-3,T,NR,2012,13198014.0
A,DOM,PROF,N1-3,T,NR,2012,750595.0
A,DOM,PROF,N1-3,T,NR,2012,292002.0
A,DOM,PROF,N1-3,T,NR,2012,288037.0
A,DOM,PROF,N1-3,T,NR,2012,6570308.0
A,DOM,PROF,N1-3,T,NR,2012,281687.0
A,DOM,PROF,N1-3,T,NR,2012,112257.0
A,DOM,PROF,N1-3,T,NR,2012,1018548.0
A,DOM,PROF,N1-3,T,NR,2012,3045864.0
A,DOM,PROF,N1-3,T,NR,2012,635066.0
A,DOM,PROF,N1-3,T,NR,2012,36584.0
A,DOM,PROF,N1-3,T,NR,2012,74257.0
A,DOM,PROF,N1-3,T,NR,2012,768860.0
A,DOM,PROF,N1-3,T,NR,2012,15350695.0
A,DOM,PROF,N_GE1,F,NR,2012,786927.0
A,DOM,PROF,N_GE1,F,NR,2012,163653.0
A,DOM,PROF,N_GE1,F,NR,2012,31635.0
A,DOM,PROF,N_GE1,F,NR,2012,13686.0
A,DOM,PROF,N_GE1,F,NR,2012,252055.0
A,DOM,PROF,N_GE1,F,NR,2012,8263423.0
A,DOM,PROF,N_GE1,F,NR,2012,360133.0
A,DOM,PROF,N_GE1,F,NR,2012,23593646.0
A,DOM,PROF,N_GE1,F,NR,2012,69939.0
A,DOM,PROF,N_GE1,F,NR,2012,70916.0
A,DOM,PROF,N_GE1,F,NR,2012,2719824.0
A,DOM,PROF,N_GE1,F,NR,2012,28218580.0
A,DOM,PROF,N_GE1,F,NR,2012,1340100.0
A,DOM,PROF,N_GE1,F,NR,2012,6523479.0
A,DOM,PROF,N_GE1,F,NR,2012,233836.0
A,DOM,PROF,N_GE1,F,NR,2012,181230.0
A,DOM,PROF,N_GE1,F,NR,2012,133153.0
A,DOM,PROF,N_GE1,F,NR,2012,2055026.0
A,DOM,PROF,N_GE1,F,NR,2012,136917.0
A,DOM,PROF,N_GE1,F,NR,2012,40882.0
A,DOM,PROF,N_GE1,F,NR,2012,411878.0
A,DOM,PROF,N_GE1,F,NR,2012,1099272.0
A,DOM,PROF,N_GE1,F,NR,2012,262697.0
A,DOM,PROF,N_GE1,F,NR,2012,240757.0
A,DOM,PROF,N_GE1,F,NR,2012,37907.0
A,DOM,PROF,N_GE1,F,NR,2012,325551.0
A,DOM,PROF,N_GE1,F,NR,2012,4440653.0
A,DOM,PROF,N_GE1,M,NR,2012,1159735.0
A,DOM,PROF,N_GE1,M,NR,2012,129556.0
A,DOM,PROF,N_GE1,M,NR,2012,69225.0
A,DOM,PROF,N_GE1,M,NR,2012,252413.0
A,DOM,PROF,N_GE1,M,NR,2012,19988.0
A,DOM,PROF,N_GE1,M,NR,2012,641522.0
A,DOM,PROF,N_GE1,M,NR,2012,26454934.0
A,DOM,PROF,N_GE1,M,NR,2012,609184.0
A,DOM,PROF,N_GE1,M,NR,2012,60130395.0
A,DOM,PROF,N_GE1,M,NR,2012,87171.0
A,DOM,PROF,N_GE1,M,NR,2012,178411.0
A,DOM,PROF,N_GE1,M,NR,2012,8427231.0
A,DOM,PROF,N_GE1,M,NR,2012,68889180.0
A,DOM,PROF,N_GE1,M,NR,2012,2803470.0
A,DOM,PROF,N_GE1,M,NR,2012,12338354.0
A,DOM,PROF,N_GE1,M,NR,2012,710978.0
A,DOM,PROF,N_GE1,M,NR,2012,271051.0
A,DOM,PROF,N_GE1,M,NR,2012,208186.0
A,DOM,PROF,N_GE1,M,NR,2012,5428544.0
A,DOM,PROF,N_GE1,M,NR,2012,173879.0
A,DOM,PROF,N_GE1,M,NR,2012,119488.0
A,DOM,PROF,N_GE1,M,NR,2012,701826.0
A,DOM,PROF,N_GE1,M,NR,2012,3302978.0
A,DOM,PROF,N_GE1,M,NR,2012,561956.0
A,DOM,PROF,N_GE1,M,NR,2012,170756.0
A,DOM,PROF,N_GE1,M,NR,2012,51804.0
A,DOM,PROF,N_GE1,M,NR,2012,569159.0
A,DOM,PROF,N_GE1,M,NR,2012,14428453.0
A,DOM,PROF,N_GE1,T,NR,2012,1946662.0
A,DOM,PROF,N_GE1,T,NR,2012,293209.0
A,DOM,PROF,N_GE1,T,NR,2012,100860.0
A,DOM,PROF,N_GE1,T,NR,2012,428434.0
A,DOM,PROF,N_GE1,T,NR,2012,33674.0
A,DOM,PROF,N_GE1,T,NR,2012,893577.0
A,DOM,PROF,N_GE1,T,NR,2012,34718357.0
A,DOM,PROF,N_GE1,T,NR,2012,969317.0
A,DOM,PROF,N_GE1,T,NR,2012,83724041.0
A,DOM,PROF,N_GE1,T,NR,2012,157109.0
A,DOM,PROF,N_GE1,T,NR,2012,249327.0
A,DOM,PROF,N_GE1,T,NR,2012,11147055.0
A,DOM,PROF,N_GE1,T,NR,2012,97107760.0
A,DOM,PROF,N_GE1,T,NR,2012,4143570.0
A,DOM,PROF,N_GE1,T,NR,2012,18861833.0
A,DOM,PROF,N_GE1,T,NR,2012,944814.0
A,DOM,PROF,N_GE1,T,NR,2012,452281.0
A,DOM,PROF,N_GE1,T,NR,2012,341339.0
A,DOM,PROF,N_GE1,T,NR,2012,7483570.0
A,DOM,PROF,N_GE1,T,NR,2012,310796.0
A,DOM,PROF,N_GE1,T,NR,2012,160369.0
A,DOM,PROF,N_GE1,T,NR,2012,1113705.0
A,DOM,PROF,N_GE1,T,NR,2012,4402250.0
A,DOM,PROF,N_GE1,T,NR,2012,824653.0
A,DOM,PROF,N_GE1,T,NR,2012,411512.0
A,DOM,PROF,N_GE1,T,NR,2012,89711.0
A,DOM,PROF,N_GE1,T,NR,2012,894710.0
A,DOM,PROF,N_GE1,T,NR,2012,18869106.0
A,DOM,PROF,N_GE4,F,NR,2012,74203.0
A,DOM,PROF,N_GE4,F,NR,2012,68418.0
A,DOM,PROF,N_GE4,F,NR,2012,1730116.0
A,DOM,PROF,N_GE4,F,NR,2012,5477785.0
A,DOM,PROF,N_GE4,F,NR,2012,32717.0
A,DOM,PROF,N_GE4,F,NR,2012,1188045.0
A,DOM,PROF,N_GE4,F,NR,2012,6258726.0
A,DOM,PROF,N_GE4,F,NR,2012,152952.0
A,DOM,PROF,N_GE4,F,NR,2012,1871885.0
A,DOM,PROF,N_GE4,F,NR,2012,50868.0
A,DOM,PROF,N_GE4,F,NR,2012,56889.0
A,DOM,PROF,N_GE4,F,NR,2012,141709.0
A,DOM,PROF,N_GE4,F,NR,2012,13175.0
A,DOM,PROF,N_GE4,F,NR,2012,209148.0
A,DOM,PROF,N_GE4,F,NR,2012,70437.0
A,DOM,PROF,N_GE4,F,NR,2012,215948.0
A,DOM,PROF,N_GE4,F,NR,2012,668507.0
A,DOM,PROF,N_GE4,M,NR,2012,155204.0
A,DOM,PROF,N_GE4,M,NR,2012,4115287.0
A,DOM,PROF,N_GE4,M,NR,2012,13221089.0
A,DOM,PROF,N_GE4,M,NR,2012,66532.0
A,DOM,PROF,N_GE4,M,NR,2012,3531904.0
A,DOM,PROF,N_GE4,M,NR,2012,15196673.0
A,DOM,PROF,N_GE4,M,NR,2012,222146.0
A,DOM,PROF,N_GE4,M,NR,2012,3791934.0
A,DOM,PROF,N_GE4,M,NR,2012,143351.0
A,DOM,PROF,N_GE4,M,NR,2012,103390.0
A,DOM,PROF,N_GE4,M,NR,2012,32884.0
A,DOM,PROF,N_GE4,M,NR,2012,771553.0
A,DOM,PROF,N_GE4,M,NR,2012,15934.0
A,DOM,PROF,N_GE4,M,NR,2012,47322.0
A,DOM,PROF,N_GE4,M,NR,2012,1147238.0
A,DOM,PROF,N_GE4,M,NR,2012,119149.0
A,DOM,PROF,N_GE4,M,NR,2012,158981.0
A,DOM,PROF,N_GE4,M,NR,2012,2849904.0
A,DOM,PROF,N_GE4,T,NR,2012,229407.0
A,DOM,PROF,N_GE4,T,NR,2012,85949.0
A,DOM,PROF,N_GE4,T,NR,2012,99721.0
A,DOM,PROF,N_GE4,T,NR,2012,5845402.0
A,DOM,PROF,N_GE4,T,NR,2012,72982.0
A,DOM,PROF,N_GE4,T,NR,2012,18698874.0
A,DOM,PROF,N_GE4,T,NR,2012,99249.0
A,DOM,PROF,N_GE4,T,NR,2012,4719949.0
A,DOM,PROF,N_GE4,T,NR,2012,21455399.0
A,DOM,PROF,N_GE4,T,NR,2012,375098.0
A,DOM,PROF,N_GE4,T,NR,2012,5663819.0
A,DOM,PROF,N_GE4,T,NR,2012,194219.0
A,DOM,PROF,N_GE4,T,NR,2012,160279.0
A,DOM,PROF,N_GE4,T,NR,2012,53302.0
A,DOM,PROF,N_GE4,T,NR,2012,913262.0
A,DOM,PROF,N_GE4,T,NR,2012,29109.0
A,DOM,PROF,N_GE4,T,NR,2012,48113.0
A,DOM,PROF,N_GE4,T,NR,2012,95157.0
A,DOM,PROF,N_GE4,T,NR,2012,1356386.0
A,DOM,PROF,N_GE4,T,NR,2012,189587.0
A,DOM,PROF,N_GE4,T,NR,2012,374928.0
