freq,age,purpose,duration,unit,geo,year,value
A,PER,DOM,N_GE1,Y45-64,NR,2013,97482300.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,5442972.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,2436295.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,1606061.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,4177064.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,769718.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,14640609.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,81776653.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,9174182.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,466262415.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,321794.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,7357334.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,83796741.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,547467050.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,12247733.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,194270118.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,3877867.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,6482890.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,2250546.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,39100426.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,797561.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,1063073.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,72871.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,17035831.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,6850075.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,33074059.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,10421886.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,7327541.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,853308.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,2361182.0
A,PER,DOM,N_GE1,Y55-64,NR,2013,50384655.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,34730046.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,10831847.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,14301552.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,25592239.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,4563297.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,88930596.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,490555760.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,50354608.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,2639231767.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,3454342.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,47954682.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,531720065.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,3154533306.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,75620319.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,972826876.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,26843640.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,37426211.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,17041754.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,238427403.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,6394134.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,108013.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,6918787.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,456801.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,95564428.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,37166298.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,183494834.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,56017699.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,59229401.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,5144431.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,14057444.0
A,PER,DOM,N_GE1,Y_GE15,NR,2013,279794442.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,6717409.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,1994208.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,1436632.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,5161240.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,932394.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,23077829.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,122320836.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,10559357.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,617295900.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,320071.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,12848497.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,121569710.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,722120270.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,13223847.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,251378786.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,4238268.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,7804072.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,2633430.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,40373637.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,1165558.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,25981.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,1177443.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,77237.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,21159394.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,7303050.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,37884827.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,12497724.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,5210106.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,768479.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,1872992.0
A,PER,DOM,N_GE1,Y_GE65,NR,2013,65412781.0
A,PER,DOM,N_GE1,Y_LT15,NR,2013,5562273.0
A,PER,DOM,N_GE1,Y_LT15,NR,2013,94343298.0
A,PER,DOM,N_GE1,Y_LT15,NR,2013,19782762.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,2719336.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,969542.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,1891934.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,2441262.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,164137.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,5360460.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,38192480.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,2785733.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,253570375.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,216346.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,5795031.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,61816676.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,300516402.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,5451613.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,92381107.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,4218863.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,2471053.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,1273571.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,25033348.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,618365.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,514783.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,8473994.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,3147425.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,17512830.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,4511454.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,7618133.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,396251.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,817907.0
A,PER,DOM,N_GE4,Y15-24,NR,2013,20408828.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,2039634.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,971058.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,2294175.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,1760577.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,967033.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,7926222.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,34558971.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,2904047.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,228679888.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,266512.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,4741946.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,38943352.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,285524942.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,6357223.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,96171750.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,3275278.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,3011708.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,991285.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,23272656.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,555051.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,472028.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,8672239.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,2884900.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,22009627.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,5088205.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,9292987.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,267907.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,1032815.0
A,PER,DOM,N_GE4,Y25-34,NR,2013,16698080.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,6082582.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,2027829.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,4600722.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,5349662.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,1553210.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,16419949.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,77656187.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,5963343.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,550422389.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,553049.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,12868246.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,95853464.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,661494704.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,11187777.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,225971583.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,6157313.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,6866842.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,3105727.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,69201043.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,1066476.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,681095.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,18524480.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,7436988.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,42495737.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,13214095.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,18301864.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,689025.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,3961655.0
A,PER,DOM,N_GE4,Y25-44,NR,2013,39647567.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,4042948.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,1056771.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,2306547.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,3589085.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,586177.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,8493727.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,43097216.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,3059297.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,321742501.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,286537.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,8126299.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,56910112.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,375969762.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,4830554.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,129799832.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,2882035.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,3855134.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,2114442.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,45928386.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,511425.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,9852240.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,4552088.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,20486110.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,8125890.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,9008877.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,421118.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,2928840.0
A,PER,DOM,N_GE4,Y35-44,NR,2013,22949487.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,4712523.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,1193061.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,1623858.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,3372890.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,189674.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,5995715.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,45970502.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,2937884.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,268946497.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,89161.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,7077854.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,54599340.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,312002455.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,4731974.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,88257178.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,3750750.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,2557295.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,1536306.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,39210341.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,461515.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,9960949.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,3405879.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,18500390.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,5803666.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,4425106.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,319630.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,785318.0
A,PER,DOM,N_GE4,Y45-54,NR,2013,24860075.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,8115905.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,3061954.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,2835373.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,6221692.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,660355.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,14898013.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,102049139.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,6875402.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,621872248.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,192685.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,13888988.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,109937574.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,717242544.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,11259362.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,249173735.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,6921173.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,6448458.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,2550523.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,73184022.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,911534.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,820509.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,22430613.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,7767208.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,43183270.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,13619056.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,9076468.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,705122.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,2344082.0
A,PER,DOM,N_GE4,Y45-64,NR,2013,54530434.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,3403382.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,1868893.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,1211515.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,2848802.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,470681.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,8902298.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,56078637.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,3937518.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,352925751.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,103524.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,6811134.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,55338234.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,405240089.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,6527388.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,160916557.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,3170423.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,3891163.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,1014217.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,33973682.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,450019.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,542975.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,12469664.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,4361329.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,24682880.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,7815390.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,4651363.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,385492.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,1558764.0
A,PER,DOM,N_GE4,Y55-64,NR,2013,29670359.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,22353669.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,7683518.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,10455001.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,17848641.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,3025529.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,55491568.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,314610697.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,20813435.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,1948638025.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,1113294.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,45031406.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,368292135.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,2277785181.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,36615268.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,790872686.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,21112516.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,20968436.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,8290169.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,205099407.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,3273121.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,2689402.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,135227.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,65912058.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,23681549.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,132863998.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,41671184.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,38223771.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,2283375.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,8532204.0
A,PER,DOM,N_GE4,Y_GE15,NR,2013,161152622.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,5435847.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,1624194.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,1126972.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,3836025.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,647827.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,18813146.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,96712891.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,5188957.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,522773013.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,151214.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,12479142.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,100684421.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,598531531.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,8716516.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,223346262.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,3815168.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,5182083.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,1360348.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,37680995.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,676746.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,673015.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,16482972.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,5329928.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,29672161.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,10326580.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,3227306.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,492977.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,1408560.0
A,PER,DOM,N_GE4,Y_GE65,NR,2013,46565793.0
A,PER,DOM,N_GE4,Y_LT15,NR,2013,4260391.0
A,PER,DOM,N_GE4,Y_LT15,NR,2013,62018239.0
A,PER,DOM,N_GE4,Y_LT15,NR,2013,16196957.0
A,PER,FOR,N1-3,Y15-24,NR,2013,1126412.0
A,PER,FOR,N1-3,Y15-24,NR,2013,412294.0
A,PER,FOR,N1-3,Y15-24,NR,2013,1043843.0
A,PER,FOR,N1-3,Y15-24,NR,2013,40748.0
A,PER,FOR,N1-3,Y15-24,NR,2013,366678.0
A,PER,FOR,N1-3,Y15-24,NR,2013,8268004.0
A,PER,FOR,N1-3,Y15-24,NR,2013,849217.0
A,PER,FOR,N1-3,Y15-24,NR,2013,17149154.0
A,PER,FOR,N1-3,Y15-24,NR,2013,157169.0
A,PER,FOR,N1-3,Y15-24,NR,2013,770300.0
A,PER,FOR,N1-3,Y15-24,NR,2013,20255162.0
A,PER,FOR,N1-3,Y15-24,NR,2013,745755.0
A,PER,FOR,N1-3,Y15-24,NR,2013,2200198.0
A,PER,FOR,N1-3,Y15-24,NR,2013,464000.0
A,PER,FOR,N1-3,Y15-24,NR,2013,115442.0
A,PER,FOR,N1-3,Y15-24,NR,2013,364603.0
A,PER,FOR,N1-3,Y15-24,NR,2013,605997.0
A,PER,FOR,N1-3,Y15-24,NR,2013,61225.0
A,PER,FOR,N1-3,Y15-24,NR,2013,132467.0
A,PER,FOR,N1-3,Y15-24,NR,2013,152543.0
A,PER,FOR,N1-3,Y15-24,NR,2013,19725.0
A,PER,FOR,N1-3,Y15-24,NR,2013,1041642.0
A,PER,FOR,N1-3,Y15-24,NR,2013,460190.0
A,PER,FOR,N1-3,Y15-24,NR,2013,640281.0
A,PER,FOR,N1-3,Y15-24,NR,2013,54211.0
A,PER,FOR,N1-3,Y15-24,NR,2013,454253.0
A,PER,FOR,N1-3,Y15-24,NR,2013,2240966.0
A,PER,FOR,N1-3,Y25-34,NR,2013,1269308.0
A,PER,FOR,N1-3,Y25-34,NR,2013,1031113.0
A,PER,FOR,N1-3,Y25-34,NR,2013,2207565.0
A,PER,FOR,N1-3,Y25-34,NR,2013,154714.0
A,PER,FOR,N1-3,Y25-34,NR,2013,620039.0
A,PER,FOR,N1-3,Y25-34,NR,2013,7315785.0
A,PER,FOR,N1-3,Y25-34,NR,2013,871533.0
A,PER,FOR,N1-3,Y25-34,NR,2013,20203124.0
A,PER,FOR,N1-3,Y25-34,NR,2013,209662.0
A,PER,FOR,N1-3,Y25-34,NR,2013,42265.0
A,PER,FOR,N1-3,Y25-34,NR,2013,1041966.0
A,PER,FOR,N1-3,Y25-34,NR,2013,24531793.0
A,PER,FOR,N1-3,Y25-34,NR,2013,1100310.0
A,PER,FOR,N1-3,Y25-34,NR,2013,2003937.0
A,PER,FOR,N1-3,Y25-34,NR,2013,546138.0
A,PER,FOR,N1-3,Y25-34,NR,2013,662030.0
A,PER,FOR,N1-3,Y25-34,NR,2013,900091.0
A,PER,FOR,N1-3,Y25-34,NR,2013,1335991.0
A,PER,FOR,N1-3,Y25-34,NR,2013,229805.0
A,PER,FOR,N1-3,Y25-34,NR,2013,260179.0
A,PER,FOR,N1-3,Y25-34,NR,2013,155796.0
A,PER,FOR,N1-3,Y25-34,NR,2013,46327.0
A,PER,FOR,N1-3,Y25-34,NR,2013,1680583.0
A,PER,FOR,N1-3,Y25-34,NR,2013,953051.0
A,PER,FOR,N1-3,Y25-34,NR,2013,899715.0
A,PER,FOR,N1-3,Y25-34,NR,2013,93750.0
A,PER,FOR,N1-3,Y25-34,NR,2013,133133.0
A,PER,FOR,N1-3,Y25-34,NR,2013,467181.0
A,PER,FOR,N1-3,Y25-34,NR,2013,5216368.0
A,PER,FOR,N1-3,Y25-44,NR,2013,2380843.0
A,PER,FOR,N1-3,Y25-44,NR,2013,2260509.0
A,PER,FOR,N1-3,Y25-44,NR,2013,165947.0
A,PER,FOR,N1-3,Y25-44,NR,2013,3536059.0
A,PER,FOR,N1-3,Y25-44,NR,2013,251746.0
A,PER,FOR,N1-3,Y25-44,NR,2013,1244198.0
A,PER,FOR,N1-3,Y25-44,NR,2013,13404794.0
A,PER,FOR,N1-3,Y25-44,NR,2013,1634060.0
A,PER,FOR,N1-3,Y25-44,NR,2013,37949292.0
